,Smiles,aug-cc-TDDFT,GP_aug-cc-TDDFT,aug-cc-IP,aug-cc-EA,TDDFT energy,DZP_IP,DZP_EA,RS-TDDFT,ID,xTB_IP,xTB_EA,xTB_opticalgap,xTB_osc_strength,xTB_GSolv,fp,n_rings,DZP_callibrated_IP,DZP_callibrated_EA,DZP_Callibrated_Opticalgap,aug-cc-callibrated_IP,aug-cc-callibrated_EA,aug-cc-callibrated_opticalgap,GP-aug-cc-callibrated_opticalgap,RS-callibrated_opticalgap
15,c1nncs1,4.947355016325742,4.8325846463988285,-9.109155911781501,-0.2289882452748593,4.864293009915913,-8.984954523133634,0.22682698931849246,5.361673476431355,4312,-8.8655,-1.1221,5.579,0.0,-0.251,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000257205A6F48>,1,-9.141471784267274,0.2997417151747619,5.518769211377764,-9.392735223215038,-0.3056877465775967,5.271836917602819,5.23713109578741,5.75054777311353
34,O=S1(=O)C=CC=C1,4.080128366064133,4.073465785029891,-8.702602851952532,-1.4989358375237503,4.081317881832087,-8.533178414681096,-1.1091382156543368,4.426830842589541,4443,-7.8872,-1.9892,3.927,0.0,-0.508,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000025720714C70>,0,-8.173142387576327,-0.6053037306255586,3.8168944838274816,-8.339618167027712,-1.0175911670365292,3.7433517451047043,3.725301840674043,4.220593943401683
100,O=S1(=O)C=CN=C1,3.567346074046045,3.505741757037775,-9.328895070377346,-1.8962015451562342,3.4478894521702967,-9.075996769999724,-1.5030909548129963,3.8905673568764936,4937,-8.0741,-2.5604,3.002,0.0007,-0.365,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000257206F5A08>,0,-8.358137546772419,-1.201500200053702,2.863968259260888,-8.540811643263439,-1.486555800603756,2.8875110764843916,2.8787872759162556,3.3639309334238026
71,O=S1(=O)C=NN=C1,3.461367700713715,3.3971729070526435,-9.557056620533974,-2.1656614850788816,3.3340864113198387,-9.284756634922175,-1.7419092793012483,3.8761787460475485,5352,-8.2772,-2.9339,3.008,0.0,-0.245,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000257206BFF80>,0,-8.55916759938198,-1.591345055325781,2.8701494023391585,-8.759444040392793,-1.7932054690865276,2.8930624754159835,2.884278181201171,3.3694876664614974
82,c1ccncc1,4.819412468896823,4.748397568862309,-8.50680128428216,0.057880130811839195,4.868128812975337,-8.419559609560366,0.5467201778735551,5.189395414482272,5432,-7.7548,-0.6286,5.175,0.0061,-0.233,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000025720703B90>,1,-8.042091777209485,0.8148379295704005,5.1025722441075985,-8.197092665403261,0.09948390374702942,4.898042722875678,4.867410139936441,5.37639441524211
85,c1cnccn1,3.934660900994023,3.9073530984293683,-8.430755216860597,-0.5987901412266792,3.9828507318880733,-8.300102369156656,-0.06737031581262795,4.227523871066197,6201,-7.4468,-1.5079,4.167,0.0089,-0.212,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000025710DF5E68>,1,-7.737230840706558,-0.1029414044074819,4.064140206958273,-7.865537873104688,-0.6224359181991583,3.9654077023683527,3.9449380520706576,4.442863264909457
32,c1cncnc1,4.309988566076088,4.237611299211839,-8.544146641228004,-0.33185414968046506,4.331373934410502,-8.427153986222503,0.15801321569094307,4.696003826110376,6448,-7.7716,-1.0813,4.52,0.006999999999999999,-0.21600000000000005,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002570E4C14C8>,1,-8.05872055556419,0.3423271772767722,4.427797458063146,-8.215177472255913,-0.2721902727513661,4.292015006176969,4.267986312999845,4.769784391960476
4,c1cc2cc3sccc3cc2s1,3.834522490552123,3.8494497619939767,-6.532099097602119,-0.49102570945676327,3.9044061523262137,-6.489206509143456,-0.2714931987938362,4.343882854527409,6995,-6.0888,-1.4049,4.029,0.1893,-0.423,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000256209A42D0>,3,-6.39307125703457,0.0045660121735733306,3.921973916158068,-6.40368265251552,-0.5378712171182334,3.837725526941755,3.818647230517604,4.315058405042487
110,c1cc2sc3cc[nH]c3c2[nH]1,3.8867233060693698,3.6225598510670287,-5.998558619257215,-0.1400432027618731,4.743971400649378,-5.885172740693064,1.2109343972945377,4.8722981671841215,8130,-5.7025,-0.6729999999999999,4.4060000000000015,0.0,-0.451,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000025620BA2FB8>,3,-6.010708335699894,0.7684949266946836,4.310355739576021,-5.987839742564417,0.0630307704655434,4.186538426476737,4.163659112586455,4.664206464244284
87,c1nncnn1,2.237952207341018,2.196813522464764,-8.46412842456198,-1.9527350357245066,2.207949938025941,-8.325831687959596,-1.4533491086804222,2.5057659074224032,8599,-7.9641,-3.0763,1.727,0.0071,-0.119,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002570F97B3B0>,1,-8.249258640878518,-1.7399766681524047,1.550475355128558,-8.422399217442521,-1.9101182208721947,1.7078388035212588,1.7119699028717386,2.183125162913752
12,c1cnc2cccnc2c1,3.7121605495969434,3.642211625670458,-8.042900667856594,-1.1110168423404716,3.715274241453375,-7.940839212759362,-0.8015391338669094,4.282869207677636,9759,-7.3232,-2.2425,3.748,0.0,-0.364,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002572055D7A0>,2,-7.614890542811229,-0.8696884745088724,3.632490381992433,-7.732485365545909,-1.2255546503743768,3.5777350103122334,3.5614898330074007,4.054818074443801
42,c1ccc2cnccc2c1,4.267781611626239,4.2562930144616224,-7.4646550451110665,-0.7097905124636222,4.298576997128069,-7.396855715793253,-0.46253129225537487,4.589724589289042,10894,-7.1391,-1.6909999999999998,4.386,0.0549,-0.348,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002570E4DC5E0>,2,-7.432666846674253,-0.2940541032035131,4.289751929315121,-7.534306023785625,-0.772764042159521,4.168033763371433,4.145356094970069,4.645684020785302
1,c1ccc2ncccc2c1,4.265653161594228,4.191914482348297,-7.572111924132523,-0.7676147579894828,4.268029496115352,-7.500559442304085,-0.48421614592449463,4.69557194458408,17112,-7.2777,-1.7867,4.3660000000000005,0.0358,-0.35700000000000004,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002571CC4DF48>,2,-7.56985426810057,-0.39394206210455196,4.269148119054222,-7.683505680319984,-0.8513353226784,4.149529100266129,4.127053077353684,4.627161577326321
138,c1cc2ccncc2cn1,4.013871083620378,3.937132097745567,-8.297402239409475,-1.0120430757382404,3.945586103030773,-8.178249370667633,-0.7726422511833507,4.606662810058611,26439,-7.4241,-2.0524,4.299,0.0018,-0.353,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000257133D50D8>,2,-7.714762193762999,-0.6712694464306332,4.200125354680209,-7.841101854321644,-1.0694794108065724,4.08753847886336,4.065737968338796,4.565111391738734
