,Smiles,aug-cc-TDDFT,GP_aug-cc-TDDFT,aug-cc-IP,aug-cc-EA,TDDFT energy,DZP_IP,DZP_EA,RS-TDDFT,ID,xTB_IP,xTB_EA,xTB_opticalgap,xTB_osc_strength,xTB_GSolv,fp,n_rings,DZP_callibrated_IP,DZP_callibrated_EA,DZP_Callibrated_Opticalgap,aug-cc-callibrated_IP,aug-cc-callibrated_EA,aug-cc-callibrated_opticalgap,GP-aug-cc-callibrated_opticalgap,RS-callibrated_opticalgap
55,c1ccc2cnncc2c1,3.620739275547436,3.457063187724871,-7.8597702155984965,-0.5535966829286556,3.5055015764958193,-7.719700004927627,-0.2244027783686513,4.328211066593862,27574,-7.4896,-1.8923,3.838,0.0,-0.394,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000256197E6928>,2,-7.779594633181641,-0.5041632581332844,3.7252075281664796,-7.911611071515009,-0.9380346666992319,3.6610059942861013,3.6438534122811315,4.1381690700092175
69,c1cc2cnccc2cn1,3.981101140107078,3.927706642864726,-7.82454560410209,-1.1012101164715682,3.9407437139304036,-8.232392793178086,-0.836366820247317,4.442555291401101,28709,-7.2676,-2.1443,4.242,0.0,-0.353,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002561A8081B8>,2,-7.559857204923039,-0.7671911122927593,4.141404495436646,-7.672633266676426,-1.1449308285671258,4.034800189013243,4.0135743681321,4.512322427880637
8,c1cnc2ccncc2c1,4.096462123884678,4.0261273971364435,-7.99250259889837,-1.096641140036211,4.077727171516335,-7.91712167167429,-0.8147604459868901,4.64264622426157,29844,-7.5082,-2.1604,4.251,0.0015,-0.365,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002561A7EAA08>,2,-7.798005066360064,-0.7839956696418369,4.15067621005405,-7.931633536244729,-1.1581491944642415,4.0431272874106305,4.021810726059473,4.520657527437179
132,c1ccc2nccnc2c1,3.504459579011855,3.4630410097019064,-8.15405358684473,-1.2587269880040695,3.5202214180470084,-8.046210855270846,-0.9196327755068628,3.8811297084309735,32077,-7.3315,-2.42,3.507,0.0067,-0.35,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000256199A9A78>,2,-7.623105951165042,-1.0549561098791373,3.3842144683485964,-7.741420121312397,-1.3712850818487863,3.3547538198933196,3.3409384707299665,3.8316226307630785
44,c1cnc2cnccc2c1,3.9457542978344304,3.868221867105806,-8.278363578582272,-1.1083337309778543,3.9217637764387034,-8.16696076091538,-0.822246654948294,4.51796563815878,33212,-7.3955,-2.1833,4.112,0.0007,-0.381,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002561A4A3308>,2,-7.686453678230585,-0.8078978040079161,4.0074797287408,-7.810314623608204,-1.1769504726657287,3.914519878828767,3.8946047536256003,4.39192654539726
61,c1cnc2ncccc2c1,3.800536521033886,3.6921909134946884,-8.120741997997571,-1.1146595876041732,3.8022399245324303,-8.013135401270837,-0.7996323699795341,4.368638026696701,36580,-7.3311,-2.171,3.757,0.0,-0.459,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000025619973BC8>,2,-7.622710027870882,-0.7950595396977513,3.6417620966098374,-7.7409895306730485,-1.1668519695269384,3.58606210870962,3.569726190934774,4.063153174000343
131,c1ccc2ncncc2c1,3.8081107103121115,3.7259731277466077,-8.243125132505662,-1.0945077274001611,3.7763623219470297,-8.138176277397115,-0.8096590558849284,4.320554023128208,39948,-7.4548,-2.1596,3.851,0.0039,-0.339,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000257115BB4C8>,2,-7.745149306589751,-0.7831606605810133,3.738600004836064,-7.8741496858916635,-1.1574923812519624,3.673034025304549,3.6557503737317814,4.150208658257554
57,c1cc2cc3occc3cc2o1,4.315921533645566,4.373119685011342,-6.7996240384634685,-0.290841896819551,4.4322760274273065,-6.725467074343976,0.021214265666990285,4.717591271154646,45549,-6.4268,-1.0704,4.359,0.0822,-0.34600000000000003,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000025722FEADF8>,3,-6.727626440599468,0.3537041757304955,4.261936785462907,-6.767531742765254,-0.2632411927340643,4.143052468179272,4.120647021187949,4.620678722115677
118,c1cc2cc3[nH]ccc3cc2[nH]1,3.8191160192953504,3.8647082160048085,-5.886969483745399,0.13285637205900547,3.951112261272243,-5.761459606078994,0.5369534999070602,4.271046681869171,46684,-5.5299,-0.8158,3.909,0.1962,-0.4270000000000001,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002561A5BC688>,3,-5.839867434270007,0.6194458093376477,3.798351054592672,-5.8020398816854115,-0.054210387926263315,3.7266975483099305,3.7088291248192964,4.2039237442886
6,c1cc2sc3ccsc3c2s1,4.127491240203988,4.192092935403859,-7.1347461452531,-0.4503813220224256,4.2202850899048325,-7.110229493848021,-0.18515567270720656,4.471221685398953,47819,-6.1772,-1.5488,4.417,0.8193,-0.42,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002571F1EBED8>,3,-6.480570305043851,-0.14563124264209515,4.321687835219515,-6.498843183811603,-0.6560154936769236,4.196715991184654,4.173725772275464,4.674393808146723
102,c1cc2oc3ccoc3c2o1,4.400630762455812,4.497808183144444,-6.557402635685934,0.09319240304562754,4.609187212951504,-6.5282497588273785,0.5148090654878696,4.737058953756028,48288,-6.6136,-0.7712,4.503,0.8606,-0.301,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002571F17BEA0>,3,-6.912522618972021,0.6659975644785706,4.410284219341381,-6.968617571341142,-0.017593051341707522,4.2762860425374605,4.252428748025919,4.754040315020342
129,c1cc2oc3ccsc3c2s1,4.1794498799461826,4.253039123722829,-6.657177368455608,-0.32791915842193886,4.302687149094831,-6.612631324459799,-0.030203061401122794,4.5358932325184576,48757,-6.3061,-1.3001,4.452,0.8946,-0.378,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002571F163FB8>,3,-6.608156586586795,0.11395219914148202,4.357744503176089,-6.637601017341754,-0.45182868630968054,4.229099151618936,4.205756053104139,4.70680808419994
38,c1cc2[nH]c3cc[nH]c3c2[nH]1,3.5989248097712334,3.386771355561364,-5.5680765919859505,0.011772596942550536,4.821125317097486,-5.432577991871096,1.7013666239203613,4.65075256564067,49226,-5.4314,-0.7048,4.362,0.0,-0.443,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000025721AE1768>,3,-5.742371323083196,0.7353033165269403,4.265027357002041,-5.69600693674577,0.03692244527745192,4.1458281676450675,4.123392473830408,4.623457088634524
90,c1cc2[nH]c3ccsc3c2s1,4.1828637971536615,4.250487054224581,-6.348102411187194,-0.04520424785793148,4.320405019443918,-6.268165256351054,0.29825962950254964,4.560069152004563,49695,-5.9373,-0.9492,4.525,0.2372,-0.431,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000025721AE50D8>,3,-6.243115309371604,0.4802080484452905,4.432948410628371,-6.240596447862162,-0.1637339910737915,4.296641171953295,4.272562067403943,4.774415002825222
52,c1cc2oc3cc[nH]c3c2[nH]1,3.76357298533441,3.520831409461761,-5.872227867118459,-0.09351880826383331,4.8129308789456955,-5.772935554124659,1.3922018942635772,4.840215986235331,50164,-5.7848,-0.8458,4.381,0.0,-0.449,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000025721AE4148>,3,-6.09216955347324,0.5881329695567578,4.284600976749896,-6.076433766610433,-0.0788408833867269,4.163407597595107,4.140780340565973,4.641053409920557
117,c1cc2sc3ccoc3c2o1,4.386381971755242,4.4726674433207,-6.639849058025081,-0.015966453241102043,4.550701428246796,-6.589574019965055,0.3674474184716978,4.704078560186948,50633,-6.4779,-0.8618,4.522,0.7976,-0.359,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000257114321B8>,3,-6.778205641428363,0.5714327883402831,4.4298578390892365,-6.822539696942062,-0.09197714763230758,4.2938654724875,4.269816614761485,4.771636636306374
78,c1cc2[nH]c3ccoc3c2o1,4.262146448013221,4.123985939403083,-6.203541044957563,0.08289304473480934,4.6305746911417405,-6.13532689047012,0.8790486463179363,4.774001052923177,51102,-6.1999,-0.599,4.65,0.8386,-0.399,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000025711455228>,3,-6.503038951987411,0.8457332648208785,4.5617222247589915,-6.523279202594648,0.12378599260135353,4.412295316361446,4.386955927506346,4.890180274443853
126,c1ccc2c(c1)Cc1ccccc1-2,4.439635843486628,4.462465295439062,-6.925660065592883,-0.2680844331870919,4.578223757574789,-6.870998891241671,-0.004614189174729518,4.836100188054808,51571,-6.7291,-1.1198,4.649,0.0065,-0.393,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002561A4B4298>,2,-7.026845470160619,0.3021423662246303,4.560692034245947,-7.0929506184531075,-0.30379940859229426,4.411370083206181,4.386040776625526,4.8892541522709045
49,c1ccc2c(c1)[nH]c1ccccc12,3.9797588133225044,4.0078354121774264,-6.62631021996202,-0.2634349609338201,4.06633597632709,-6.538548224590324,0.05013825966621698,4.449897066727104,53660,-6.3088,-0.912,4.01,0.0559,-0.425,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002561A33F308>,3,-6.610829068822373,0.519035969773594,3.902400296410214,-6.640507504157358,-0.13319217670281658,3.8201460969917163,3.8012593637820387,4.297462083756455
116,c1ccc2c(c1)oc1ccccc12,4.421409518577045,4.42265676066935,-7.3391870249421745,-0.4604577324145553,4.478987031213014,-7.264081273622699,-0.18487519045839326,4.858236098717474,55749,-6.8896,-1.1578,4.405,0.0238,-0.392,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000025619A47378>,3,-7.185709691942175,0.26247943583550293,4.309325549062975,-7.265725112491812,-0.33499803617554824,4.185613193321471,4.162743961705635,4.663280342071333
54,c1ccc2c(c1)sc1ccccc12,4.033972650033705,4.025435764448313,-6.935555616871125,-0.470691526134206,4.114674792730324,-6.896606648602074,-0.21066771729378206,4.598427171669393,57838,-6.593999999999999,-1.2262,4.11,0.0616,-0.421,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000256196EB3E8>,3,-6.893122377558198,0.19108616113507404,4.00541934771471,-6.94751863001305,-0.3911555658254051,3.9126694125182366,3.892774451863962,4.390074301051362
73,O=S1(=O)c2ccccc2-c2ccccc21,4.127432184788777,4.175587619313038,-7.721043869544838,-1.2076807237696552,4.204606870155936,-7.6263436060434415,-0.9591818554554357,4.5789163387333565,60087,-7.2492,-1.9647,4.669,0.2128,-0.773,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000257113C8B58>,2,-7.541644733391695,-0.5797315781378318,4.581295844506846,-7.652826097266382,-0.9974762624104838,4.429874746311484,4.40434379424191,4.907776595729885
135,O=S1(=O)c2ccsc2-c2sccc21,3.4520597010297482,3.5163187533053835,-7.259557275900111,-1.4763939174260523,3.5061477363360916,-7.157591054646238,-1.2064434757608316,3.785809331693333,62052,-6.5375,-2.4103,3.815,0.4649,-0.7,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000257114C84C8>,2,-6.837198212258149,-1.0448316250166496,3.7015131463664455,-6.886697702205033,-1.3633212216499029,3.6397256317150015,3.622804942022289,4.116868260031389
74,O=S1(=O)C=Cc2cc3c(cc21)C=CS3(=O)=O,3.447626904935422,3.481505057012523,-8.099503412967215,-2.3228403209786777,3.4789483753486965,-7.9472598106834385,-2.0594331407807114,3.9294152194631864,62572,-7.3067,-2.8146,4.142,0.3441,-0.855,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000257114B9BC8>,1,-7.598558706927144,-1.4668243291304421,4.03838544413215,-7.714723501672771,-1.6952581988054172,3.9422768734867235,3.9220592800501772,4.419710210585731
11,c1ccc2cc3ccccc3cc2c1,3.161556615751209,3.1900259524581784,-6.342226436948123,-1.106642203122992,3.2158943665632336,-6.283092632971989,-0.931273413297481,3.6322115962773736,63620,-6.0878,-2.105,3.556,0.1954,-0.43,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000257113FBD88>,3,-6.39208144879917,-0.7261712921797934,3.4346938034877996,-6.402606175917147,-1.1126648795139187,3.4000902445013144,3.385780863890109,3.877002617237582
31,c1ccc2nsnc2c1,3.7544901656635536,3.802928245596561,-7.887045456288378,-1.542637993861497,3.825863618674378,-7.78859759968083,-1.2249265355773555,4.236584372445497,65355,-7.5878,-2.9441,4.459,0.1914,-0.32299999999999995,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000257112E00D8>,2,-7.876793801897833,-1.6019914208512838,4.364955836767403,-8.017321073475138,-1.8015798375430851,4.235575783705793,4.2121621092698724,4.713290939410582
63,c1ccc2nc3ccccc3cc2c1,3.241358679789627,3.2681770685561533,-6.813365067127773,-1.4450684018368243,3.300827360912612,-6.738427671008939,-1.240231007929843,3.7571861371999313,67559,-6.6089,-2.542,3.661,0.1829,-0.479,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002561A937458>,3,-6.907870520265646,-1.182294991654756,3.542863807357521,-6.963558131328794,-1.471449096721338,3.4972397258041608,3.4818717063761278,3.9742454453972336
37,c1ccc2nc3ccccc3nc2c1,3.066796020920413,3.018504833001932,-7.217478484075058,-1.8681988596816614,3.0679301268789576,-7.130946544575591,-1.6246294832688724,3.514781791900752,70236,-7.0207,-3.1191,2.888,0.0055,-0.49,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002562921BA08>,3,-7.315473551602998,-1.7846496529064744,2.7465265407737625,-7.406851194538381,-1.9452577277291228,2.782034496784159,2.7744600755028634,3.25835300570761
13,c1cc2cc3cnccc3cc2cn1,3.154388625838753,3.196625535568328,-7.011488964023931,-1.6854176516706656,3.2002058256238364,-6.934769889418755,-1.4923468326918288,3.5877755624942784,71305,-6.7302,-2.7073,3.545,0.2237,-0.488,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000257112A0538>,3,-7.027934259219558,-1.3548287388474594,3.423361707844305,-7.094134742711317,-1.6071631267084927,3.389912679793397,3.3757142042010972,3.8668152733351424
79,c1cc2sccc2s1,4.675059807551066,4.729372358412347,-7.124128757573245,-0.025093573010384715,4.784502257347305,-7.069633843110005,0.28175144249678485,4.998333482564953,73394,-6.4796,-1.0774,4.916,0.2392,-0.304,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000257110D35A8>,2,-6.779888315428541,0.34639784644828797,4.835752901228952,-6.824369707159295,-0.2689883083415058,4.658407335661989,4.630386061804261,5.136528772448305
