,SMILES,UMAP_0,UMAP_1,global_cluster
2507,CCN(CC)CCNCC1=CC=CC=C1,4.433437,0.7015457,-1
2508,C1=CC=C(C=C1)CNCCNCCN,4.2306747,0.5157933,-1
2509,CNCCNCC1=CC=C(C=C1)C=C,2.8658535,-0.8853291,-1
2510,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N,-1.4753498,5.2799067,59
2511,C1C(C(OC1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O,-1.4126611,5.362119,-1
2512,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N,-1.5200036,5.2989826,-1
2513,C1C(OC(C1O)N2C=NC3=C(N=CN=C32)N)CO,-1.5230193,5.081448,78
2514,C1CC(OC1CO)N2C=NC3=C(N=CN=C32)N,-1.4645252,5.254668,-1
2515,C1=CC(=C(C=C1N)O)C(=O)O,0.29198238,1.1302631,-1
2516,C1=CC(=C(C=C1N)[O-])C(=O)O,-0.022533955,1.0427134,5289
2517,COC(=O)C1=C(C=C(C=C1)N)O,0.1511246,1.0051893,-1
2518,C1=CC(=C(C=C1[N+](=O)[O-])O)C(=O)O,-2.0358353,0.10189492,-1
2519,COC1=C(C=CC(=C1)N)C(=O)O,-0.41171455,0.41970587,3577
2520,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Br)OC,0.016616648,1.9411125,-1
2521,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Cl)OC,1.4960955,1.4107267,-1
2522,CCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Br)OCC,0.33417928,1.2523526,-1
2523,CC1=C(C(=NO1)OC)CC(C(=O)O)N,2.632776,0.7672872,-1
2524,CN1C=NC2=C(N=C(N=C21)NCCO)NCC3=CC=CC=C3,1.3734914,2.4676263,-1
2525,C1CCOC(C1)N2C=NC3=C(N=CN=C32)NCC4=CC=CC=C4,-0.95624405,4.7969403,237
2526,CCC(CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CC=CC=C3,3.6982107,0.8473727,-1
2527,CC(C)N1C=NC2=C(N=C(N=C21)NCCCO)NCC3=CC=CC=C3,1.7284708,2.2105258,4644
2528,CC(C)C(=O)O,8.633374,1.1964835,-1
2529,CC(C)(C)C(=O)O,8.794312,0.6888263,-1
2530,CC=O,9.124433,-0.026552109,-1
2531,COC1=NC(=NC2=C1NC=N2)N,-1.7200383,4.0271645,54
2532,C=CCOC1=NC(=NC2=C1NC=N2)N,-2.0011098,3.846229,-1
2533,CCCCOC1=NC(=NC2=C1NC=N2)N,-2.0033767,4.11798,-1
2534,CCOC1=NC=NC2=C1NC=N2,-2.3128767,4.311505,-1
2535,COC1=NC=NC2=C1NC=N2,-2.211293,4.254563,5
2536,C#CCOC1=NC(=NC2=C1NC=N2)N,-1.934425,4.098767,-1
2537,CC(C)OC1=NC=NC2=C1NC=N2,-2.2850852,4.2840595,5
2538,CCOC1=NC(=NC2=C1NC=N2)N,-1.8020557,4.1166415,-1
2539,CC(CN(CCN(CC(C)O)CC(C)O)CC(C)O)O,8.998116,2.958144,426
2540,CC(CN(C)CCN(C)CC(C)O)O,8.411805,3.252772,-1
2541,C(CC(C(=O)O)N)CN=C(N)N,7.916497,1.7610881,888
2542,C(CC(C(=O)O)N)CN=C(N)NO,7.6051974,1.9146795,-1
2543,CC(=NCCCC(C(=O)O)N)N,7.9573455,1.8285329,-1
2544,C(CC(C(=O)O)N)C[NH+]=C(N)N,8.395158,2.133309,-1
2545,C(CC(C(=O)[O-])[NH3+])C[NH+]=C(N)N,8.16664,1.4419289,-1
2546,C(C(C(=O)O)N)C(=O)O,8.289995,1.6598712,-1
2547,C(C(C(=O)[O-])[NH3+])C(=O)[O-],8.44142,1.2927797,968
2548,C(C(C(=O)O)N)S,8.195034,1.8917395,862
2549,C(CS)C(C(=O)O)N,8.001543,1.926971,-1
2550,C(C(C(=O)O)N)SS,8.120347,2.0273273,-1
2551,C1=CC(=C(C=C1Br)Cl)O,-0.37506533,0.64227825,-1
2552,C1=C(C(=CC(=C1Cl)Br)Cl)O,-0.6618836,0.97222996,-1
2553,C1=C(C=C(C(=C1Cl)O)Cl)Br,-0.81580293,0.5915625,-1
2554,CC(=O)NC1CNCC(C(C1O)O)O,6.71531,6.016023,1415
2555,C(=O)(C(F)(F)F)O,8.978339,0.48125696,-1
2556,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,0.613538,6.444922,-1
2557,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31,0.7433546,6.2137647,-1
2558,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C,0.7396822,6.8444004,-1
2559,CN(C)CCC(=O)N1C2=CC=CC=C2CCC3=CC=CC=C31,0.6382529,6.7323103,-1
2560,C1=CC=C(C=C1)COC(=O)NCC(=O)O,5.6362095,-0.54926956,-1
2561,C1=CC=C(C=C1)COC(=O)NCC(=O)[O-],5.7316656,-0.6177368,-1
2562,C1=CC=C2C(=C1)N=C(O2)C3=CC=C(S3)C4=NC5=CC=CC=C5O4,-2.2304382,3.3821974,-1
2563,CC1=CC2=C(C=C1)OC(=N2)C3=CC=CS3,-0.28707913,3.525959,-1
2564,CCCCCCCCCCCCCCCC(=O)OC(C)C,7.358886,0.7326032,-1
2565,CCCCCCCCCCCCCC(=O)OC(C)C,7.3430204,0.5988954,-1
2566,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,7.103426,0.58885187,-1
2567,CC(C)OC(=O)CCCCC(=O)OC(C)C,7.319365,1.104029,-1
2568,CCCCCCOC(=O)CCCCCCCC(=O)OCCCCCC,6.9753466,0.6158543,-1
2569,CCCCOC(=O)CCCCCCCC(=O)OCCCC,6.974871,0.51426715,-1
2570,CCCCCCOC(=O)CCCCC(=O)OCCCCCC,6.9570794,0.4824453,-1
2571,C1CCN(CC1)C(=O)C2=CC3=C(C=C2)OCO3,-1.8274218,5.22074,61
2572,C1COCCN1C(=O)C2=CC3=C(C=C2)OCO3,-1.7251289,5.3958416,-1
2573,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C(=O)C4=CC=CC=C4,-1.888488,5.5011744,-1
2574,CN1CCC2=CC3=C(C=C2C1=O)OCO3,-0.5180751,5.7991204,-1
2575,CC1=CC(=C(C(=C1C(=O)OC)O)C)O,-0.31374326,1.2620107,-1
2576,CCOC(=O)C1=C(C=C(C=C1C)O)O,0.31860685,1.6747736,-1
2577,CC1CCCC(CCCCCC2=C(C(=CC(=C2)O)O)C(=O)O1)O,0.20217586,6.8965135,-1
2578,CCN1COC2=CC3=C(C=C2C1=O)OCCO3,-1.106445,5.604952,-1
2579,C1CC2N(C1)C(=O)C3=CC4=C(C=C3O2)OCO4,-0.847923,5.695509,-1
2580,C1=CC2=NC=CN=C2C=C1C=O,-0.38947847,1.8814235,-1
2581,C1=CC=C(C(=C1)[N+](=O)[O-])OC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],-1.9557444,-0.10626209,816
2582,C1=CC(=CC=C1[N+](=O)[O-])OC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],-1.9770579,-0.20600118,-1
2583,COC(=O)OC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],-1.7560793,-0.19499718,-1
2584,[B-](F)(F)(F)F,9.573036,2.1931365,-1
2585,[H+].[H+].[B-](F)(F)(F)F,9.329924,1.6691041,-1
2586,CC1=CC=C(C=C1)C(=CCN2CCCC2)C3=CC=CC=N3,3.8424447,1.2763382,-1
2587,CC1=CC=C(C=C1)C2=CC=CN2C=C,0.9569525,3.4590595,-1
2588,CCC1=CC=C(C=C1)C2=CC=CN2C=C,1.2273221,2.3279018,4751
2589,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,0.69408405,-0.2735062,-1
2590,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2O)O,0.14002758,0.0039606923,-1
2591,C1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2)O)O,1.1528851,0.20327225,-1
2592,C1=CC(=C(C=C1O)O)C(=O)C2=C(C=C(C=C2)O)O,0.39406767,0.7422216,-1
2593,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O,3.5041468,-0.46100143,-1
2594,CC(=O)C1=C(C=C(C=C1O)O)O,-0.56943065,0.83552,-1
2595,COC1=CC(=C(C=C1)C(=O)C2=C(C=C(C=C2)OC)O)O,-0.25071624,-0.0019778186,-1
2596,CCC(=O)C1=C(C=C(C=C1O)O)O,0.252556,0.79586434,-1
2597,CCC1=NN=C(S1)N,1.9654,2.9504352,4466
2598,C(C=S)C1=NN=C(S1)N,1.9309602,2.950899,4466
2599,CC(C)(CSC)C1=NN=C(S1)N,2.3501017,2.9209218,-1
2600,C1=CC(=CC=C1O)SC2=CC=C(C=C2)O,2.713636,-0.3262126,-1
2601,C1=CC(=CC=C1O)S(=O)(=O)C2=CC=C(C=C2)O,2.6382866,-1.0009258,-1
2602,CS(=O)(=O)C1=CC=C(C=C1)O,2.5652182,-0.8895328,4339
2603,C1=CC=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)O,3.2404008,-0.90359885,-1
2604,C1=CC(=CC=C1O)S(=O)C2=CC=C(C=C2)O,2.756282,-0.6526527,-1
2605,C1=CC=C(C=C1)SC2=CC=C(C=C2)O,3.3947284,-0.99810195,-1
2606,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,9.021358,1.0742992,-1
2607,C12=NO[N+](=C1C3=NO[N+](=C3C4=NO[N+](=C24)[O-])[O-])[O-],-1.3292532,2.0045626,-1
2608,C12=NON=C1C3=NON=C3C4=NON=C24,-0.13442981,1.9544458,-1
2609,C12=NON=C1C3=[N+](ON=C3C4=[N+](ON=C24)[O-])[O-],-1.230032,2.1371772,3567
2610,CS(=O)C1=CC=C(C=C1)C=CC2=NOC=N2,1.0611521,-1.4746492,-1
2611,CCC=C(C1=CSC(=N1)N)C(=O)O,2.608719,2.9043906,-1
2612,C1CN=C(N1)CC2=CC=CC=C2,1.1694539,4.6901283,-1
2613,C1CN=C(N1)C2=CC=CC=C2,0.5964653,4.8813767,1241
2614,C1CN=C(N1)CCC2=CC=CC=C2,1.3545344,4.6731925,3710
2615,C1CN=C(N1)C=CC2=CC=CC=C2,1.8193424,-1.9675677,-1
2616,C1CC(=CC2=CC=CC=C21)CC3=NCCN3,0.8394585,5.402815,-1
2617,CC1=CC=CC=C1CCC2=NCCN2,1.5395044,4.231735,-1
2618,CC(CC1=CC=CC=C1)C2=NCCN2,5.095697,-0.34419012,-1
2619,CN1CCN=C1CC2=CC=CC=C2,2.6661499,4.707124,-1
2620,C1=CC=C2C(=C1)C=CC=C2CCl,-0.13975786,1.1505957,-1
2621,C1=CC=C(C=C1)C=CC2=CC3=CC=CC=C3C=C2,1.4159365,-1.9795521,-1
2622,CC1=CC=C(C2=CC=CC=C12)CCl,-0.4431966,1.5064839,4541
2623,C1=CC=C2C=C(C=CC2=C1)CCl,1.2485386,0.091270976,-1
2624,C1=CC(=C2C=CC=C(C2=C1)CCl)CCl,-0.1172677,1.3322465,-1
2625,CC(C)(C)OC(=O)NCC(=O)O,6.2916994,1.2131501,-1
2626,CCC(C)(C)OC(=O)NCC(=O)O,6.787988,1.3555995,-1
2627,CCCCC,10.413747,2.0919967,-1
2628,CCCC,10.34405,1.6398968,-1
2629,C1=CC2=C(NN=C2C(=C1)[N+](=O)[O-])Br,-2.3224044,1.1014216,-1
2630,CC1=C2C=CC=C(C2=NN1)[N+](=O)[O-],-2.2832701,1.1218078,-1
2631,C1=CC2=C(NN=C2C(=C1)N)Br,-0.91429186,2.6800566,-1
2632,C1C(C(C(C(N1CCO)CO)O)O)O,5.4798627,5.8031263,2143
2633,CN1CC(C(C(C1CO)O)O)O,5.608985,5.996607,-1
2634,C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O,0.4893773,-1.4365965,-1
2635,CCC1=C(C(=C(C=C1)O)O)O,-0.078776024,0.8459413,-1
2636,C1=CC=C(C=C1)C2=CC(=C(C(=C2)O)O)O,-0.5043146,1.6543326,4693
2637,C1CN2CCC1C(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O,4.445269,4.6669683,-1
2638,C[N+]12CCC(CC1)C(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O,4.504103,-1.3877733,2704
2639,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C,4.4067593,-1.1966051,-1
2640,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)CN(C)C,4.4127655,-0.24940747,-1
2641,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,4.5141897,-0.11055997,-1
2642,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,0.6534843,5.716381,-1
2643,CN1CCC(C1)CN2C3=CC=CC=C3SC4=CC=CC=C42,2.19168,5.105819,-1
2644,CCN(CC)C(C)CN1C2=CC=CC=C2SC3=CC=CC=C31,5.071884,-0.22899573,-1
2645,C1CCN(C1)CCN2C3=CC=CC=C3SC4=CC=CC=C42,1.5556214,5.069335,-1
2646,C1=CC=C(C=C1)CNC2=NC=NC3=C2NC=N3,-2.239793,4.2076735,5
2647,C1=CC=C(C=C1)CCN2C=NC3=C(N=CN=C32)N,-1.1980728,4.997396,-1
2648,C1=CC=C(C=C1)NC2=NC=NC3=C2NC=N3,-2.2002559,4.303788,5
2649,C1=CC=C(C=C1)CCNC2=NC=NC3=C2NC=N3,-2.3767624,4.3107,-1
2650,C1=CC=C(C=C1)CN2C=NC3=C(N=CN=C32)N,-1.0546705,4.7883606,237
2651,CNCC1=CC=C(C=C1)C2=C3C(=NC=N2)N=CN3,-2.2458367,4.387924,-1
2652,CC(=O)NC1=CC2=C(C=C1)C3=CC=CC=C3C2,-0.4069233,5.193331,-1
2653,CC(=O)N(C1=CC2=C(C=C1)C3=CC=CC=C3C2)O,-0.29802594,6.091589,-1
2654,CC(=O)N(C1=CC2=C(C=C1)C3=CC=CC=C3C2)OC(=O)C,-0.26621887,6.1862235,-1
2655,CC(=O)N(C1=CC=C(C=C1)C2=CC=CC=C2)O,3.7194543,-1.0011705,-1
2656,CC(=O)NC1=CC2=C(C=C1)C3=C(C2)C=C(C=C3)NC(=O)C,1.4771104,0.5510074,5428
2657,CC(=O)N(C1=CC2=C(C=C1)C3=C(C2)C=C(C=C3)F)O,0.014099476,6.086976,-1
2658,CC1=CC=C(C=C1)CCC2=CC3=C(C=C2)OCO3,-2.1195877,5.497742,-1
2659,CC1=CC=C(C=C1)C2=CC3=C(C=C2)OCO3,-1.8478777,5.077493,-1
2660,CBr,10.045297,0.65149647,-1
2661,CC,9.992993,0.5703357,-1
2662,C(C(C(=O)O)NC(=O)C(CS)N)O,6.702593,2.0759313,733
2663,CCCCC(CC)C=CC(=O)O,8.994805,1.1391158,-1
2664,C1CC2(C(C(C1N2)N)O)CN,6.840263,7.6933737,-1
2665,CCC,10.36708,1.3986166,9
2666,CCCCCCCCCCCCCC=CC(C(CO)NC(=O)C)O,9.35572,-0.35835564,-1
2667,C1=CC=C2C(=C1)C3=CC=CC4=C3C2=NC=C4,-0.24708971,3.7940664,-1
2668,C1=CC2=C3C(=C1)C4=C(C3=CC=C2)N=CC=C4,-0.24256782,4.546553,-1
2669,CN1C=CC=C2C1=CC3=CC=CC=C32,-1.0345082,2.9899924,-1
2670,CCCCNCCCC,9.272049,3.152038,-1
2671,CCCCCNCCCCC,9.258879,3.0774193,-1
2672,CCCCNCC,9.19293,3.305482,-1
2673,C(CCNCCCCN)CN,9.185254,2.9677649,-1
2674,CCNCCCCNCCCN,9.024441,3.3426538,-1
2675,CCNCCCCNCCCNCC,9.081834,3.0378628,-1
2676,CCCCCNCCCC,9.143779,3.2381823,-1
2677,CCCCNCCC,9.192983,3.1652718,-1
2678,CCCCNCC(C)C,9.205478,3.4276552,-1
2679,CCCCN=CN(C)C,8.610231,1.7142833,-1
2680,CCCCCN=C(N(C)C)N(C)C,7.777317,2.3259015,-1
2681,CCCCCN=CN(C)C,8.913977,1.5093182,-1
2682,CCCCCCN=CN(C)C,9.4536085,1.2479471,-1
2683,CCCCCCOCOCCCCCC,9.614595,2.6118443,-1
2684,CCCCCOC(=O)OCCCCC,7.1559286,0.72047645,-1
2685,CCCCCCOC(=O)OCC,7.296798,0.7833628,-1
2686,CCCCCCCCOC(=O)OC,7.1087117,0.8569905,-1
2687,CCCCCCOC(=O)OCCCCCC,7.085856,0.5363718,-1
2688,CCCCCCOC(=O)OC,7.229827,0.87118447,-1
2689,CCCCCCOCOC,9.500984,2.801113,-1
2690,CCCCCCCOC(=O)OC,7.132536,0.8066125,-1
2691,CCCCC(CC)CO,9.905385,2.9249432,-1
2692,CC(C)CCCC(C)CCO,9.907114,2.2400548,635
2693,CCCCCCC(CCCC)CO,10.346722,2.788877,-1
2694,CC(C)CCCCCO,9.921872,2.528759,-1
2695,CCCCCC(CCC)CO,10.290837,2.5192957,-1
2696,CC(C)CCCCCCCCCCO,9.933066,2.7063978,-1
2697,CC(C)CCCCCCCO,9.664525,2.459923,-1
2698,CC(C)CCCCCCO,9.839946,2.4732027,-1
2699,CCCCCCCCC(CC)CO,10.303657,2.7913475,-1
2700,CCCCCCC(C)CO,10.173797,2.5864284,-1
2701,CC1(C2CC(=O)C1(CC2O)C)C,4.6777396,8.623166,-1
2702,CC1(C2CCC1(C(C2=O)O)C)C,4.8328395,8.9501095,-1
2703,CC1(C2CCC1(C(=O)C2O)C)C,4.9582176,8.933877,-1
2704,CCCCCC1=CC(=C2C3C=C(CCC3C(OC2=C1)(C)C)C)O,0.2429922,1.137778,-1
2705,CCCCCC1=CC(=C2C(=C1)OC(C3=C2C=C(C=C3)C)(C)C)O,0.92896694,0.83409315,-1
2706,CCCCCC1=CC(=CC(=C1)O)O,0.8731327,0.12723908,4094
2707,C1CC2(C1)C(=O)OOC2=O,4.146915,8.473278,-1
2708,C(Br)(Br)Br,9.877482,1.6526453,-1
2709,C(Br)Br,9.432834,1.5049648,-1
2710,C(Br)(Br)(Br)Br,9.775873,0.88775516,333
2711,C(Cl)(Cl)(Cl)Cl,9.97332,0.61299765,-1
2712,CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,7.2949934,4.952184,-1
2713,CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C,5.4251666,8.602626,-1
2714,C1=CC=C(C=C1)C(=O)C(F)(F)F,3.5720077,-1.7556086,-1
2715,CC1=CC=C(C=C1)C(=O)C2=CC=CC=C2,2.9607322,-0.4656279,-1
2716,CCCCCCC1=CC=C(C=C1)C(=O)C=C,2.348494,-0.42846578,-1
2717,CCC1=CC=C(C=C1)C(=O)CC,2.399887,-0.52494067,4940
2718,CCCCCCC(=O)C1=CC=CC=C1,3.5364032,-0.90766317,-1
2719,CC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)C,2.821312,-0.6381513,3919
2720,CC(C)C1=CC(=CC=C1)C(=O)C(F)(F)F,2.1654685,-0.7066682,3259
2721,CC1=CC=C(C=C1)C(=O)C(C)C,3.2079115,-0.8246582,-1
2722,CC(=O)C1=CC=C(C=C1)CC2=CC=CC=C2,2.3651733,-0.7825424,-1
2723,CC(=O)C1=CC=C(C=C1)C(F)(F)F,1.6240809,-0.6664617,3431
2724,C(F)(F)(F)S(=O)(=O)[O-],9.234929,1.1196398,-1
2725,C(F)(F)(S(=O)(=O)[O-])Cl,9.700623,0.56251144,276
2726,CCl,10.247812,0.7967449,-1
2727,CN(C)CCCN,8.719605,2.9283922,-1
2728,CNCCCN,9.344046,2.8690498,-1
2729,CCN(CC)CCCN,8.727791,3.4850664,-1
2730,CN(CCCN)CCCN,8.456549,3.1327019,-1
2731,CNCCCNC,9.067228,3.088419,-1
2732,CNCCCN(C)C,8.690858,3.3741996,-1
2733,C[N+](C)(C)CCCN,9.298104,2.3416207,643
2734,CN(C)C=NC1=CC=CC=C1,3.010282,-1.6157627,-1
2735,C1=CC=C(C=C1)N=CNC#N,3.0198996,-1.5533512,-1
2736,CN(C)C=NC1=CC=C(C=C1)F,2.4660258,-0.6838662,-1
2737,CN(C)C(=NC1=CC=CC=C1)Cl,3.5613914,-1.2790525,-1
2738,CC(=NC1=CC=CC=C1)N(C)C,3.5682437,-1.3128514,-1
2739,CN(C)C(=NC1=CC=CC=C1)N(C)C,3.598156,-1.1987053,1598
2740,CN=C=NC1=CC=CC=C1,3.200186,-1.3651232,-1
2741,CCCCN(CCCC)C(=NC1=CC=CC=C1)Cl,4.1911793,-0.824469,-1
2742,CCOC(=O)C,7.1887226,0.5161343,-1
2743,CCCCOC(=O)C,7.7952013,0.50765336,-1
2744,CCCCCOC(=O)C,7.580248,0.53329253,-1
2745,CCCOC(=O)C,7.7471366,0.43563458,782
2746,CCCCOC(=O)CC,7.089632,0.82158864,-1
2747,CCCC(=O)OCC,6.9689007,0.8025305,-1
2748,CCC(=O)OCC,6.8259277,0.5913658,-1
2749,CCCOC(=O)CC,7.230799,0.47669065,-1
2750,CCCC(=O)OCCC,7.2725153,0.5035308,-1
2751,CCOCCCOC(=O)C,7.9125614,0.8146515,-1
2752,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,1.4597917,-2.1522686,-1
2753,C1=CC=C(C=C1)C(=O)CCl,3.7850523,-0.99910897,-1
2754,C1=CC=C(C=C1)C(=O)C(Cl)Cl,4.160284,-1.8609736,-1
2755,C1=CC(=CC=C1C(=O)CCCCl)F,3.3403215,-0.54823846,-1
2756,C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)Cl,4.2446346,-1.7491915,-1
2757,C1=CC(=CC=C1C(=O)CCl)Cl,2.9420922,-1.1571902,-1
2758,C1=CC=C(C=C1)C(=O)CCCl,3.984055,-1.1094687,2333
2759,C1=CC(=CC=C1C(=O)CCl)F,3.1967664,-0.6220022,-1
2760,C1=CC=C(C=C1)C(=O)C=CCl,3.1551278,-1.6290001,-1
2761,C1=CC(=C(C=C1F)F)C(=O)CCl,1.5155025,0.44827482,-1
2762,CN1CCN(CC1)C2=NC3=CC=CC=C3NC4=C2C=C(C=C4)Cl,0.7814026,5.790547,-1
2763,C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)O,-1.9074737,-0.52493614,-1
2764,CC1=C(C=CC=C1[N+](=O)[O-])C(=O)O,-1.7169594,0.29928085,1000
2765,C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(=O)O,-1.9690516,0.2486803,-1
2766,CC1=C(C=C(C=C1)C(=O)O)[N+](=O)[O-],-1.5528561,0.16581315,1009
2767,C1=C(C=C(C=C1C(=O)O)[N+](=O)[O-])C(=O)O,-1.8712646,0.2960305,939
2768,C1=CC(=C(C=C1[N+](=O)[O-])C(=O)O)[N+](=O)[O-],-2.008024,0.26544002,-1
2769,CC1=C(C=C(C=C1)[N+](=O)[O-])C(=O)O,-1.9325132,0.14205426,-1
2770,C1=CC(=C(C=C1C(=O)O)[N+](=O)[O-])F,-1.3215892,0.3153089,-1
2771,B(C1=C(C=C(C=C1)C(=O)O)[N+](=O)[O-])(O)O,-1.7213703,0.24604957,-1
2772,CC=C,9.47431,0.10051365,-1
2773,CC=[CH-],8.85384,-0.20477597,210
2774,CC1=C(C(=O)C=CN1C)O,0.47450227,3.5731137,-1
2775,CCC1=C(C(=O)C=CN1CC)O,0.21091296,3.9734304,-1
2776,CCCN1C=CC(=O)C(=C1C)O,0.9738844,4.2028055,2901
2777,CCN1C=CC(=O)C(=C1C)O,0.45168594,4.0181446,-1
2778,CCC1=C(C(=O)C=CN1C)O,0.56943244,3.6550827,-1
2779,CC1=C(C(=O)C=CN1C(C)C)O,0.89365613,3.7124336,5084
2780,CC1=C(C(=O)C=CN1CC=C)O,0.7516786,4.207898,3613
2781,CCCCN1C=CC(=O)C(=C1C)O,0.9494574,4.2250686,-1
2782,CCCN1C=CC(=O)C(=C1CC)O,0.6394274,3.9817812,3614
2783,CCC1=C(C(=O)C=CN1CC=C)O,0.13203192,3.8223076,3299
2784,CCCCCN1C=CC(=O)C(=C1C)O,1.2774185,4.309026,-1
2785,CCCCCCN1C=CC(=O)C(=C1C)O,1.5197707,4.1536145,-1
2786,CCCCN1C=CC(=O)C(=C1CC)O,1.0437804,4.3727713,4271
2787,CCCCCCCCN1C=CC(=O)C(=C1C)O,0.8660101,4.1914744,-1
2788,CC1=C(C(=O)C=CN1CCN2CCCCC2)O,3.1245904,3.2595448,-1
2789,C1C(O1)CCl,7.890872,6.8329525,169
2790,CC1C(O1)Cl,7.353135,7.809251,-1
2791,C(C1C(O1)Cl)Cl,7.4708796,7.972963,-1
2792,CC(C)(C)C1=CC(=C(C=C1)O)SC2=C(C=CC(=C2)C(C)(C)C)O,-0.44674546,0.64125174,-1
2793,CCNC1=CC=CC(=C1)C,2.626696,0.9986529,4099
2794,CC1=CC=CC=C1N2CCNCC2,1.3606023,5.1059375,-1
2795,CC1=CC(=CC=C1)NCCC#N,2.3653903,0.49583223,-1
2796,CCN(CCN)C1=CC=CC(=C1)C,3.5816395,-0.29745007,-1
2797,CCN(CC)C1=CC(=C(C=C1)N)C,1.6745958,0.5090229,-1
2798,CCNC1=CC=CC=C1C,2.147138,1.2628303,-1
2799,CC1=CC(=CC=C1)N2CCNCC2,1.8346357,4.871034,-1
2800,C1=CC=C2C(=C1)C3=NNC4=CC=CC(=C43)C2=O,-0.6896131,4.2011547,-1
2801,C1=CC=C2C(=C1)C3=NNC4=C3C(=C(C=C4)N)C2=O,-0.4523801,4.570362,-1
2802,C1=CC=C(C=C1)C(=O)C2=NNC3=CC=CC=C32,-1.7630566,2.7240934,-1
2803,C1=CC=C2C(=C1)C=CS2=O,1.1465313,7.1724205,2531
2804,CC1=CC=CC=C1S(=O)(=O)C,0.76932013,0.51649815,-1
2805,CC1=CS(=O)C2=CC=CC=C12,0.4389483,5.6869307,-1
2806,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],-1.5398664,-0.9739227,-1
2807,CC(=O)NC(CO)C(C1=CC=C(C=C1)[N+](=O)[O-])O,-1.5475936,-0.9198407,-1
2808,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)N,3.6628916,-0.5061732,-1
2809,ClCl,10.0215,0.8692483,-1
2810,CC1=CC(=O)OC2=C1C=C3CCCNC3=C2,-0.92736256,5.094928,-1
2811,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,7.852312,2.6809072,-1
2812,C(CN(CC(=O)O)CC(=O)O)N(CCN(CC(=O)O)CC(=O)O)CC(=O)O,7.7372293,2.8828735,574
2813,C(CN(CC(=O)O)CC(=O)O)N(CCO)CC(=O)O,7.6635513,2.7985485,-1
2814,C1CN(CCN1CCO)CC(=O)O,5.173828,4.071666,-1
2815,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)OC)N,-0.32185277,0.83030677,-1
2816,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=C=O)OC)N=C=O,-0.49102747,0.50929695,3491
2817,COC1=CC=C(C=C1)C2=CC=C(C=C2)N,0.23882054,1.4854219,-1
2818,C1=C(NC(=O)N=C1)N,0.05922301,3.1545901,5315
2819,C1=C(NC(=O)N=C1)NO,0.20404397,3.3558524,-1
2820,C1=C(NC(=O)N=C1)NC(=O)N,0.57065725,2.3375738,-1
2821,CNC1=CC=NC(=O)N1,0.07457678,3.034498,-1
