SMILES,CID,xtb_T1,xtb_S1,TDDFT_T1,TDDFT_S1,T1err,S1err,xtb_S1_fL,TDDFT_S1_fL,S1fLerr,xtb_ML_T1,xtb_ML_S1
CC1=CC=CC=C1PC2=CC=CC=C2C,4590856,4.886,4.937,3.5634,4.593276,-1.3226,-0.3437239999999999,0.0013,0.163908,0.162608,3.5688702143028586,4.663790223188457
C1=C(C=NC(=N1)Br)O,46864086,4.023,4.65,3.5014,4.209391,-0.5215999999999998,-0.44060900000000025,0.0066,0.003727,-0.002873,3.3921729441779744,4.065396689059831
C1CN(C2=CC=CC=C21)C3=CC=CON3,69081883,1.699,2.467,1.9142,3.071526,0.21519999999999984,0.6045259999999999,0.1842,0.07927,-0.10493000000000001,1.5954796454914042,2.85091836135939
CC1=CC=C(C2=CC=CC=C12)CCl,138443,3.319,4.237,2.6148,4.110404,-0.7042000000000002,-0.12659600000000015,0.0028,0.154316,0.151516,2.707000850013923,4.335496920987906
CCCCCCCCCCCCCCCC(=O)OCC(CO)O,14900,6.074,6.073,5.2425,5.816151,-0.8315000000000001,-0.25684900000000077,0.006,0.000682,-0.005318,5.069756703966101,5.557109356715507
C1=CC=C(C=C1)C(=O)NCC(=O)O,464,4.568,4.774,3.5454,4.788844,-1.0225999999999997,0.01484400000000008,0.0048,0.124453,0.119653,3.5086392751378535,4.616740604744016
CC1=CC=C(C=C1)C2=CC=C(C=C2)C#N,170889,3.954,4.736,2.9735,4.305663,-0.9805000000000001,-0.43033699999999975,0.0079,0.668568,0.660668,2.9809882531752407,4.441223459012777
C1=C(NC=N1)CCNCF,18967897,4.851,5.155,4.2283,5.255087,-0.6227,0.10008699999999937,0.0024,0.004424,0.002024,4.313436260023491,5.114427738606082
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)C=CC34C)C,247929,1.292,2.107,2.9009,3.39288,1.6089,1.2858799999999997,0.035,7.2e-05,-0.034928,1.0765919447001213,2.2799755686859453
C1=CC(=CC=C1O)O,785,3.69,4.498,3.5605,4.614497,-0.12949999999999973,0.11649699999999985,0.0957,0.063475,-0.03222499999999999,3.459987294313962,4.611079813160719
C1=CC=C(C=C1)C(C2=CC=CC=C2)O,7037,5.042,5.07,3.7186,5.212015,-1.3234,0.14201499999999978,0.0003,0.00235,0.00205,3.7751961444166775,5.198565524078959
CC1=CC2=CC=CC=C2C=C1,7055,3.447,4.265,2.7616,4.332713,-0.6854,0.06771300000000036,0.0044,0.034011,0.029611,2.8084668974266496,4.3353858724242205
CCCCCCCCCCCCCCCCCC(=O)O,5281,5.885,5.889,5.153,5.742463,-0.7320000000000002,-0.14653700000000036,0.0066,0.000348,-0.006252,5.010544810670153,5.509872258355783
C=CCC1=CC=CC=C1O,15624,4.316,4.782,3.688,4.988402,-0.6279999999999997,0.20640199999999975,0.0525,0.058343,0.005843000000000001,3.6855421908588175,4.935282732955855
C1=CC=C2C(=C1)C(=CN2)CC(C(=O)[O-])[NH3+],6923517,3.679,4.499,3.182,4.637149,-0.4969999999999999,0.1381490000000003,0.1085,0.078706,-0.029794,3.2489621554547163,4.474990136555599
C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N,1148,3.709,4.548,3.2378,4.672272,-0.47120000000000006,0.12427200000000038,0.1019,0.06985,-0.03205000000000001,3.2905438575231916,4.638844502182848
CN1C(=C(C(=O)NC1=O)N(C)C=O)N,92287,3.382,4.35,3.7908,4.765494,0.40879999999999983,0.4154940000000007,0.3165,0.116161,-0.200339,3.5759239974777497,4.625625730417681
C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)ON4C(=O)C5=CC=CC=C5C4=O,208293,3.274,3.62,3.1574,3.452174,-0.11660000000000004,-0.16782600000000025,0.004,0.000269,-0.003731,2.7111976081841904,3.4035119004461483
CCCCCCCCCCCCCCCCCCS,17905,5.606,5.629,4.8162,5.224593,-0.7897999999999996,-0.40440699999999996,0.0267,0.00972,-0.016980000000000002,4.457556490940794,4.825227290754953
CCC(C)C(C(=O)O)NC(=O)OC(C)(C)C,433623,5.307,5.296,4.8529,5.373788,-0.4541000000000004,0.07778799999999997,0.0175,0.006015,-0.011485000000000002,4.770901279636361,5.241295694781983
C[N+](C)(C)CC(CC(=O)[O-])OC(=O)CCO,53481613,5.385,5.395,3.8547,3.865257,-1.5303,-1.5297429999999994,0.0079,0.001563,-0.006337000000000001,3.8977335241621938,4.1050810252263235
C1=CSC(=C1)C(=O)CCC(=O)C2=CC=CS2,151814,3.117,4.094,2.8504,3.797279,-0.26659999999999995,-0.29672100000000023,0.0003,0.0001,-0.00019999999999999998,2.829376098222357,3.841632578744771
C1=CN=C(N1)N2C=CN=C2,21445271,3.893,4.923,3.6311,4.879783,-0.2618999999999998,-0.04321700000000028,0.5274,0.000284,-0.527116,3.432722527030924,4.790182162250437
C#CC1=C(C(=C(C(=C1F)F)C#C)F)F,19818315,3.822,4.47,2.7406,4.38747,-1.0814,-0.08252999999999933,0.0109,0.040187,0.029287,2.751161447261401,4.5571933580207284
COC1=CC=C(C=C1)Br,7730,4.288,4.826,3.5942,4.784304,-0.6938000000000004,-0.041695999999999955,0.0467,0.028658,-0.018042,3.6453260513442904,4.899140758319591
CC(C(=O)C1=CC=C(C=C1)OC)N2CCCC2,66833826,3.534,3.719,3.1445,3.714313,-0.38949999999999996,-0.004686999999999664,0.0022,0.000218,-0.0019820000000000003,3.15336248998047,3.527781427575599
C(CC(CC(=O)O)N)CN,439417,5.755,5.757,5.0665,5.59992,-0.6885000000000003,-0.15707999999999966,0.0016,0.001131,-0.000469,4.940749133524369,5.415999783800721
C1=CC=C(C=C1)C=CC2=CC=NC=C2,641098,3.132,4.319,1.8424,2.8927,-1.2896,-1.4263,1.4029,0.017167,-1.385733,1.700100990172927,3.106251983915902
CC(C)(C#C)C#C,143917,7.69,7.696,4.9552,6.307346,-2.734800000000001,-1.3886539999999998,0.0179,0.009629,-0.008270999999999999,5.6496888871913615,6.8494612545549165
CCCCCOC(=O)C1=CC=CC=C1,16296,4.443,4.736,3.5157,4.857917,-0.9272999999999998,0.12191699999999983,0.0188,0.000319,-0.018481,3.452025309708362,4.825424573147005
C1=CC=C2C(=C1)C3=CC=CC4=C3C(=CC=C4)O2,67456,2.708,3.552,2.2537,3.336756,-0.45430000000000037,-0.2152440000000002,0.3432,0.184702,-0.158498,2.3166689441946593,3.616562335944925
CC=CC(C)C(C(=O)OC)C(=O)OC,11095635,5.459,6.181,5.0919,5.622079,-0.36709999999999976,-0.5589209999999998,0.0121,0.005163,-0.006937,2.974600569446178,4.376796506847992
C(CCl)SCCCl,10461,4.76,4.762,4.6495,5.073448,-0.11050000000000004,0.3114480000000004,0.0003,3e-06,-0.00029699999999999996,4.495760705310828,4.920386601053319
CC(C)(C(=O)O)NC(=O)OCC1=CC=CC=C1,294936,5.038,5.028,3.7264,5.292434,-1.3116000000000003,0.2644340000000005,0.0016,0.002059,0.000459,4.03968531351881,5.034893338968651
CC1=NC=CN1CCN,3157480,4.892,5.69,4.1709,5.065009,-0.7211000000000007,-0.6249910000000005,0.0041,0.006655,0.002555,4.179105023563726,5.346032431061219
C1=CC=C(C=C1)C2SC=CS2,57031916,3.943,4.093,2.9915,3.647523,-0.9515000000000002,-0.4454769999999999,0.0071,0.003414,-0.0036860000000000005,3.1436077705449943,3.746065691149373
CC1=CC(=C(S1)C)C,74531,3.914,5.127,3.1312,4.994251,-0.7827999999999999,-0.13274899999999956,0.0011,0.001717,0.0006169999999999999,3.21446863522154,5.12488396905252
CC(C(=O)O)OCCSC,21069793,5.397,5.44,4.7022,5.125538,-0.6947999999999999,-0.3144620000000007,0.0091,0.000163,-0.008937,4.790635701869079,5.230814677767875
C1=CN=C(NC1=O)NO,581456,3.242,4.214,3.2762,4.660968,0.034199999999999786,0.44696800000000003,0.2872,0.158752,-0.128448,3.1417448969713178,4.304995119980878
C1=CC(=CN=C1)[N+](=O)[O-],137630,3.697,3.811,2.8284,3.710162,-0.8686000000000003,-0.10083799999999998,0.0005,1e-06,-0.000499,3.0864160152560602,3.5149437589127803
CC(=O)NC1=CC(=CC=C1)O,12124,4.122,4.614,3.5085,4.764063,-0.6134999999999997,0.15006300000000028,0.0174,0.084013,0.066613,3.5950577254613556,4.720211507176412
CC1CCSC(=S)S1,12215791,3.548,3.549,2.4778,2.851334,-1.0702000000000003,-0.6976659999999999,0.0001,1.5e-05,-8.5e-05,2.720115155028916,3.091660700123552
O[OH+],5460468,5.186,5.186,3.6038,4.87682,-1.5821999999999998,-0.30917999999999957,0.0001,0.001361,0.001261,2.6614179198712065,3.597111156534
C1=CC=NC(=C1)C2=CC=CS2,76832,3.185,4.312,2.6589,4.131235,-0.5261,-0.18076500000000006,0.7272,0.418805,-0.308395,2.6026413032336215,4.133855337074314
CCCC(CC(=O)O)C(=O)O,3031829,5.877,5.88,5.0031,5.506251,-0.8738999999999999,-0.3737490000000001,0.006,0.001981,-0.004019,5.053770915122358,5.705653210327188
C1(=NC(=NC(=N1)N=C(N)N)N)N,428203,3.802,4.484,3.9416,4.917545,0.13960000000000017,0.4335449999999996,0.2922,0.064132,-0.22806800000000002,3.399264976848432,4.40701590307828
C1=NC=NC(=N1)N=[N+]=[N-],21454677,4.701,4.715,3.6438,4.500619,-1.0571999999999995,-0.2143809999999995,0.0001,0.000107,6.999999999999994e-06,3.9583772248654974,4.394615671120219
C1=CC=NC(=C1)C2=CC=CC(=N2)C#N,11095236,3.898,4.502,3.067,4.248471,-0.831,-0.25352899999999945,0.0068,0.001498,-0.005301999999999999,3.08751350569701,4.276953601694083
CCCOCCOC(=O)C,30233,5.952,5.95,5.2519,5.807445,-0.7001,-0.14255499999999977,0.0038,0.00129,-0.00251,5.288586562256106,5.725132797426197
CN(C)CCCN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54,2396,1.303,1.963,1.5605,2.223915,0.25750000000000006,0.2609149999999998,0.2475,0.125498,-0.122002,1.246910369732465,2.110211428563608
C1=CSC(=N1)CC2=NC=CS2,642343,4.092,5.096,3.4343,4.857991,-0.6576999999999997,-0.23800899999999992,0.2793,0.126892,-0.152408,3.459948890118281,5.033605313895061
COC1=CC=CC=C1C(=O)NN,24051,3.864,4.437,3.5111,4.697557,-0.3529,0.2605569999999995,0.1071,0.078864,-0.028235999999999997,3.6580719980571645,4.532152994006991
C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,11138,4.499,4.549,3.3008,4.444551,-1.1981999999999995,-0.10444900000000068,0.0,0.003199,0.003199,3.5028083862988053,4.3147943199001
CC1=CC=C(C=C1)C2=NC(=CO2)C3=CC=CC=C3,14041301,3.341,4.343,2.7673,4.098753,-0.5737000000000001,-0.24424699999999966,0.9961,0.409648,-0.586452,2.6560362533108863,4.179492307472113
C=C1C=CC(=C(C#N)C#N)C=C1,22556345,1.557,3.6,1.0619,3.456453,-0.4950999999999999,-0.14354699999999987,0.0059,0.865908,0.860008,1.1326355899270832,3.900492787214937
CCC=CC,5326160,5.38,6.077,6.9104,7.018121,1.5304000000000002,0.9411209999999999,0.0188,0.008437,-0.010363,4.701812252682661,5.978707182525341
C1=CC=C(C=C1)CC(C2=CC=CC=C2)(C3=CC=CC=C3)O,245013,5.049,5.053,3.7149,5.194977,-1.3341000000000003,0.1419769999999998,0.0001,0.013494,0.013394000000000001,3.827961995763092,5.079392200937087
CCC(C)C1=NC=CN=C1OC,520098,3.926,4.548,3.4682,4.304963,-0.4578000000000002,-0.24303700000000017,0.0115,0.004906,-0.006594,3.4632321864610147,4.509771792598077
C1=CC=C2C3C=CC(C2=C1)N3,138429,4.622,4.982,3.1609,4.514422,-1.4611,-0.4675780000000005,0.0036,0.000201,-0.003399,3.5069096140051474,4.883543724175245
C1=C(C(=CC(=C1F)F)F)N,94953,3.413,4.134,3.547,4.651221,0.13400000000000034,0.5172209999999993,0.0946,0.065783,-0.02881700000000001,3.2758014933162722,4.546099309557485
CC(C(=O)[O-])[NH3+],7311724,5.678,5.685,4.9436,5.40577,-0.7343999999999999,-0.2792299999999992,0.0095,0.002341,-0.0071589999999999996,4.952310085497575,5.406109023660527
CC(C(=O)O)N,602,5.496,5.506,5.0155,5.540499,-0.48050000000000015,0.03449899999999939,0.0113,0.002622,-0.008677999999999998,4.946031825311019,5.379538602164101
C1=CC=C2C(=C1)C(=CC(=N2)Cl)Cl,607503,3.554,4.316,2.8012,4.222007,-0.7527999999999997,-0.09399300000000022,0.0404,0.053043,0.012643000000000001,2.7166854134826046,4.196100803450939
C1=CC(=C(C=C1N)N)F,80435,3.655,4.221,3.5305,4.456648,-0.12449999999999983,0.2356480000000003,0.0594,0.043267,-0.016133,3.5338222091671576,4.39349818926501
CCC1=CC=C(C=C1)C=O,20861,3.831,3.831,3.1943,3.713082,-0.6366999999999998,-0.11791799999999997,0.0001,8.2e-05,-1.8000000000000004e-05,3.1888954245642593,3.687806271830886
CCN(CC)C1=CC=C(C=C1)N,7120,2.898,3.613,3.0573,3.884048,0.1593,0.27104799999999996,0.1018,0.029043,-0.072757,3.040203880824603,3.849064567741031
CC(C)NC(=O)C=C,16637,4.408,4.826,3.6214,4.481836,-0.7866000000000004,-0.34416399999999925,0.0018,0.002026,0.00022600000000000007,3.411491286115666,4.535626694443483
C1=CC=C(C=C1)CC2=CSC=C2,10487471,4.356,5.113,3.5234,5.188381,-0.8325999999999998,0.07538099999999925,0.0001,0.034115,0.034015,3.3366844154782274,5.11528446960473
C1=CC=C(C(=C1)CCC2=CC(=CC(=C2)O)O)O,442699,4.322,4.712,3.6833,4.888618,-0.6387,0.17661800000000039,0.0175,0.030046,0.012545999999999998,3.77582630879869,4.90460678424517
CC1=C(C2=CC=CC=C2C=C1)C,11317,3.335,4.21,2.7319,4.261631,-0.6031,0.05163100000000043,0.0039,0.061557,0.057657,2.6980065666761455,4.333577436555687
CN(C)CCOC(=O)C(C1=CC=CC=C1)(C2=CC=CC=C2)OCC#C,17700,4.922,5.019,3.6788,4.689742,-1.2431999999999999,-0.3292580000000003,0.0003,0.002047,0.0017470000000000003,3.703417967436973,4.705893791242997
C1=CNC(=C1)C2=C(SC=C2)C3=CC=CN3,21863157,2.987,3.937,2.7701,4.08915,-0.21690000000000031,0.15215000000000023,0.5025,0.251985,-0.25051499999999993,2.5628676165304123,3.7522331293275837
C1CC(=O)C2=CC=CC=C21,6735,3.844,3.851,3.2429,3.684146,-0.6010999999999997,-0.16685399999999984,0.0004,4e-05,-0.00036,3.268288863579054,3.599725196455387
C1=CC=C(C=C1)CCNC(=O)C2=CC=CC=C2O,222726,4.033,4.547,3.3671,4.263475,-0.6659000000000002,-0.283525,0.075,0.146175,0.071175,3.2713732417622507,4.547876408985406
C1=C(C=NC(=C1[N+](=O)[O-])N)[N+](=O)[O-],504340,2.763,3.55,2.7806,3.591516,0.017600000000000282,0.04151600000000011,0.2406,0.131869,-0.10873100000000002,2.663066528154854,3.4715474124551013
C1CC=C=CCCC=C1,5368391,5.093,5.591,3.8955,5.333004,-1.1974999999999998,-0.25799600000000034,0.0028,0.00097,-0.00183,3.7925589789115963,5.079961418413363
C1=CC=C2C(=C1)C=CN2C3=NC(=NC=C3)N,19754146,3.518,4.228,2.6886,3.579735,-0.8293999999999997,-0.6482649999999999,0.5491,0.102653,-0.44644700000000004,3.011480935739635,4.037398603303208
CC1=CC(=C(C(=C1)C)C2=CC=CC=N2)C,11344613,4.624,4.644,3.5202,4.555331,-1.1037999999999997,-0.08866900000000033,0.0098,0.065415,0.055615,3.718176827298183,4.570946169049299
COC(=O)C1=NN=C(N=N1)C(=O)OC,300308,1.762,1.796,1.3339,2.172238,-0.4280999999999999,0.3762380000000001,0.0033,0.004117,0.000817,1.3635470753197527,1.8998704776864415
CCN(CC)CCCN,61011,5.322,5.343,4.9118,4.960984,-0.4101999999999997,-0.38201600000000013,0.0196,0.018215,-0.0013850000000000008,4.755541510399551,4.861102302969148
C1=CN(N=C1)C(N2C=CC=N2)N3C=CC=N3,5243808,5.31,6.25,4.1916,5.688264,-1.1183999999999994,-0.5617359999999998,0.2094,0.063883,-0.145517,4.362105190269033,5.793823384688299
CC1=C(C(=C(C=C1)N=C=O)N=C=O)C,14274440,4.052,4.454,3.2695,4.585082,-0.7824999999999998,0.13108200000000014,0.017,0.019412,0.0024119999999999975,3.268609365293817,4.504921630053521
C1=C(C(=CC(=C1N)N)C(F)(F)F)C#N,52991926,3.041,3.85,2.967,4.37154,-0.07399999999999984,0.5215400000000003,0.117,0.097559,-0.019441,3.035083556067344,4.129686502272786
C1CC2=CC=CC=C2OC1C3=CC=CC=C3,94156,4.304,4.751,3.6553,4.871737,-0.6487000000000003,0.1207370000000001,0.0451,0.033888,-0.011212,3.54785902401295,4.972163963971649
C1=CC=C(C=C1)C=CC=CC(=O)C2=CC=CC=C2,1549519,2.433,3.363,1.8909,2.927786,-0.5420999999999998,-0.43521399999999977,0.0072,0.02093,0.013730000000000001,1.6547361041289088,2.956442277640476
C1=CC=C(C=C1)C2=NC=CC(=N2)F,599892,3.929,4.375,3.0786,4.376244,-0.8504,0.0012439999999998008,0.0001,0.000113,1.299999999999999e-05,3.0411393741159456,4.358827132724428
C1CCC(CC1)N=C=NC2CCCCC2,10868,5.747,5.809,4.8707,5.623604,-0.8762999999999996,-0.1853959999999999,0.0158,0.001419,-0.014381000000000001,4.798894833599487,5.352832128557718
CNC1=C2C(=C(C=C1)NC)C(=O)C3=CC=CC=C3C2=O,17189,0.873,2.068,1.0922,2.195993,0.21920000000000006,0.12799300000000002,0.4199,0.210546,-0.20935399999999998,1.0774789629050607,2.306064722902703
C1=CC(=CN=C1)C(CC(=O)O)N,3606547,4.9,5.209,3.8689,4.793766,-1.0311000000000003,-0.4152339999999999,0.0076,0.003376,-0.004224,3.9422044657575794,4.905583073125494
C1COCCN1C2=CC(=C(C=C2)C=O)O,9815659,2.811,3.948,2.8651,3.669523,0.05410000000000004,-0.2784770000000001,0.6816,0.0005,-0.6811,2.8200858821287955,4.065702892418825
C1=C(C=NC(=N1)C(F)(F)F)O,13590680,4.096,4.698,3.7191,4.275139,-0.3769,-0.42286100000000015,0.0077,0.004762,-0.0029380000000000005,3.566823981721991,4.535334500332622
CCCCP(CCCC)Cl,305896,6.058,6.1,3.7002,4.726947,-2.3577999999999997,-1.3730529999999996,0.002,0.040977,0.038977,4.468833032796602,5.179063370015494
C(CN(CC(=O)O)CC(=O)O)N(CCN(CC(=O)O)CC(=O)O)CC(=O)O,3053,5.029,5.037,4.2935,4.411311,-0.7355,-0.6256889999999995,0.0012,0.002455,0.0012550000000000003,4.798806558530385,5.094716790421592
C1CCC2=CC3=CC=CC=C3N=C2CC1,3724844,3.654,4.255,2.86,4.294645,-0.794,0.03964500000000015,0.063,0.003427,-0.059573,2.78909883438195,4.151919970550325
COC1=CC(=CC(=C1OC)OC)CO,77449,4.063,4.435,3.5736,4.895346,-0.48939999999999984,0.46034600000000037,0.0004,0.020399,0.019999,3.7453917199892786,4.798010416659553
CC1C2=CC=CC=C2CCN1,92214,4.925,4.943,3.6859,5.023355,-1.2390999999999996,0.08035499999999995,0.0006,0.003773,0.003173,3.7406376804466,5.016781383439935
C1=C(C(=NC=N1)N)O,14569053,3.629,4.614,2.7132,4.237646,-0.9158,-0.3763540000000001,0.2117,0.092277,-0.119423,3.33921619028743,4.548223279304971
C1=CN=C2C(=N1)C3=NC=CN=C3C4=NC=CN=C24,13896423,3.8,3.8,2.9071,3.522841,-0.8929,-0.2771589999999997,0.0284,0.0,-0.0284,3.212062626749379,3.817747173508736
C1C2=CC=CC=C2C=CC3=CC=CC=C31,67492,3.486,4.351,2.6765,4.080246,-0.8095000000000003,-0.27075400000000016,0.4736,0.347675,-0.125925,2.9154331285481287,4.319561271443362
COC(=O)C1=CC=CC=C1,7150,4.441,4.775,3.5132,4.874277,-0.9278,0.09927699999999984,0.0203,0.000146,-0.020154,3.480845164789334,4.841302962704811
C1=CC(=CC=C1C(=O)OCCO)C(=O)OCCO,13739,4.076,4.466,3.2475,4.500988,-0.8284999999999996,0.03498800000000024,0.0413,0.007932,-0.033368,3.2010366058282855,4.3576914886737335
CC1=CC(=NN1)C2=NNC(=C2)C,398008,4.328,5.386,3.5145,5.137845,-0.8135000000000003,-0.24815499999999968,0.5125,2e-06,-0.512498,3.69674513837522,5.174333364082416
C1=CC=C(C=C1)P(=O)(C2=CC=CC=C2)Cl,73910,5.103,5.114,3.6565,5.091257,-1.4465,-0.02274300000000018,0.0003,0.013619,0.013319,3.712415893058331,4.953689877693326
C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N,6051,1.556,1.592,1.9374,2.676998,0.38139999999999996,1.0849980000000001,0.0197,1e-06,-0.019698999999999998,1.889546579159731,2.6676137134585645
C1(N=N1)(Cl)Cl,10898673,3.595,3.596,2.6499,3.407889,-0.9451,-0.18811100000000014,0.0026,5.6e-05,-0.002544,2.588508316534692,3.2086309636393846
CC1=CC=CC2=CC=CC=C12,7002,3.378,4.279,2.6996,4.276077,-0.6783999999999999,-0.002923000000000009,0.0021,0.084281,0.08218099999999999,2.74101990567332,4.318417574023114
C1=C(C=C(C(=C1F)O)F)F,519974,4.1,4.697,3.7138,5.082484,-0.38619999999999965,0.38548399999999994,0.0553,0.035995,-0.019305000000000003,3.581846636470191,4.991799087541244
C(CCCCCCCC(=O)O)CCCCCCC(=O)O,10459,5.873,5.878,5.0108,5.585935,-0.8622000000000005,-0.292065,0.0011,0.002173,0.001073,5.124435212508045,5.7348721098264
COC(=O)C1=CC(=CC=C1)C(F)(F)F,520213,4.544,4.793,3.4936,4.784258,-1.0503999999999998,-0.008741999999999805,0.0096,0.000146,-0.009453999999999999,3.5822866259858417,4.828280465138797
CC1=NN=C(N1N=CC2=CC=CN2C)C,6887199,3.105,4.173,2.5969,4.110375,-0.5080999999999998,-0.06262499999999971,0.8637,0.019765,-0.843935,2.6079156017616194,4.094790837685121
CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C5CC(CCN5C6=CC=CC=C64)CN,2404,1.235,1.835,1.6414,2.264127,0.4063999999999999,0.4291269999999998,0.2259,0.143094,-0.08280599999999999,1.1423878090937811,1.960062841800231
CC(C)C1=NC2=CC=CC=C2C=C1,513389,3.632,4.309,2.8749,4.305894,-0.7571000000000003,-0.003105999999999831,0.0505,0.00149,-0.049010000000000005,2.819437476145599,4.241163778487897
CC(=O)C1=CC=CC2=CC=CC=C21,13663,3.05,3.836,2.5133,3.660577,-0.5366999999999997,-0.17542299999999988,0.0605,0.019199,-0.041301,2.550243368525976,3.675937575876589
CC=C,15621143,5.355,6.717,3.9029,6.475644,-1.4521000000000006,-0.24135599999999968,0.0025,0.02403,0.02153,4.2330187888114725,6.716685547539711
COC(=O)C1=C(C=C(C=C1)N)O,77787,3.275,4.207,3.2309,4.367313,-0.044099999999999806,0.16031300000000037,0.1983,0.138285,-0.06001500000000001,3.1193635940658972,4.308868292614561
CCO[SiH](OCC)OCC,13830,6.768,6.791,7.0392,7.124102,0.27120000000000033,0.33310199999999934,0.0309,0.018696,-0.012204,6.2839152045282,6.434915230192304
CC1=CC2=C(C3=CC=CC=C3N=C2C=C1)N,31627,2.16,3.307,1.8803,3.153058,-0.27970000000000006,-0.1539419999999998,0.2914,0.085802,-0.205598,1.7857535749586053,3.2787451534302474
COC1=C2C(=C(C(=C1)CC=C)OC)OCO2,10659,3.888,4.205,3.4844,4.678449,-0.40359999999999996,0.47344899999999956,0.0201,0.022281,0.002180999999999999,3.5660120471610184,4.531788129825304
CCCCCN=C(N(C)C)N(C)C,525261,4.622,4.72,4.2642,4.982686,-0.3578000000000001,0.2626860000000004,0.0209,0.029303,0.008403,4.305972799846339,4.9065611996465375
C1=CC(=CC(=C1)C(=O)O)C(=O)O,8496,4.373,4.656,3.398,4.547176,-0.9750000000000001,-0.10882399999999937,0.0271,0.005064,-0.022036,3.4908100995552527,4.562814969609067
C1=CC=C2C(=C1)C=CC3=NC4=CC=CC=C4N32,10921967,3.082,3.766,2.47,3.528755,-0.6119999999999997,-0.23724500000000015,0.2221,0.18638,-0.03572,2.4753895892184836,3.6030132959267456
CC(=O)C1=C(C=C(C=C1)N)O,459296,2.945,3.963,2.9846,4.132801,0.03960000000000008,0.16980099999999965,0.2448,0.102482,-0.142318,2.8445485634981913,3.986780624014274
CC1=C(C=CC=N1)OC,3015270,4.189,4.796,3.7357,4.951154,-0.45330000000000004,0.15515399999999957,0.0753,0.003684,-0.071616,3.799632892909105,4.719234505943055
CC(CCC=C(C)C)CC(C)(C)O,14614417,5.13,5.96,3.9834,5.513571,-1.1465999999999998,-0.4464290000000002,0.0179,0.005763,-0.012136999999999998,4.071219432554316,5.3764910940513335
CC=C(C)C(=O)OCC1=CC=CC=C1,250096,4.14,5.055,3.3967,4.918409,-0.7432999999999996,-0.13659100000000013,0.0011,0.001872,0.0007719999999999999,3.1865767720570273,5.071569916288441
C1=CN=C(N=C1)C2=NC=CC(=N2)Cl,20822456,4.058,4.059,3.1104,3.397994,-0.9476,-0.661006,0.0001,2e-06,-9.800000000000001e-05,3.246568793907371,3.7823707430993943
CCCCCCCC(=O)C1=CC=CS1,141582,3.151,4.023,2.8553,3.720251,-0.29569999999999963,-0.3027489999999995,0.0001,2.7e-05,-7.300000000000001e-05,2.8198779992874083,3.9166321539803937
C1=CC=C(C=C1)NC(=O)CN,208384,4.156,4.737,3.505,4.932049,-0.6509999999999998,0.19504900000000003,0.0308,0.023613,-0.007187000000000002,3.6568253275503593,4.733157967524912
COC1=CC=CC=C1C2=CC=CS2,3564190,3.276,4.321,2.7301,4.120325,-0.5458999999999996,-0.2006749999999995,0.3688,0.353488,-0.015311999999999992,2.8375042997634443,4.3219219033992475
CC=CC1=CC=CC=C1,252325,3.746,4.738,2.8477,4.68482,-0.8982999999999999,-0.05318000000000023,0.0022,0.210369,0.208169,2.6086530174508344,3.9500471694995367
C1=CC2=NNN=C2C=C1,7220,3.536,4.762,2.7215,4.551743,-0.8145000000000002,-0.21025699999999947,0.1287,0.093404,-0.03529600000000001,2.870938684829183,4.791570459183628
CCC12COP(OC1)OC2,13210,6.993,7.041,5.866,6.572767,-1.1270000000000007,-0.46823300000000057,0.0021,0.000472,-0.0016279999999999999,6.032669425615366,6.561793906673521
C1=CN=CC=C1C(=O)NN,3767,4.095,4.799,3.6851,4.290779,-0.40989999999999993,-0.5082210000000007,0.006,0.002826,-0.003174,3.4751257690997344,4.568476710722712
CN1CCN(CC1)C(=O)C2=CC=CC=C2,1531644,4.962,5.021,3.5763,4.531814,-1.3857,-0.4891860000000001,0.0007,0.012772,0.012072000000000001,3.8324867899132937,4.374556504803052
C1=CC=C(C=C1)C2=CC=C(C=C2)CC(=O)O,3332,4.281,4.827,3.2329,4.708946,-1.0480999999999998,-0.11805399999999988,0.0001,0.577152,0.577052,3.264397722656188,4.642163773410063
C1=C(NC=N1)N,484,4.023,4.164,4.2018,4.750859,0.17880000000000074,0.5868590000000005,0.0118,0.003321,-0.008479,4.0048344815726615,4.38416114262445
CC(=O)NC1=CC=CC=C1C(=O)O,6971,3.761,4.317,3.1674,4.024326,-0.5935999999999999,-0.2926739999999999,0.1244,0.132584,0.00818400000000001,3.440195548975602,4.401611955932163
CC=NC1=CC=NC(=O)N1,70692826,2.929,3.657,3.3744,4.24458,0.44540000000000024,0.58758,0.1815,0.020227,-0.161273,3.0908100475555593,4.215572478187179
CC(=O)C(=O)C,650,2.128,2.129,2.0883,2.618823,-0.03970000000000029,0.4898229999999999,0.0,0.000586,0.000586,2.0973712507032958,2.441125859232176
