smiles,CID,S1,UMAP_0,UMAP_1,S1err,T1err,global_cluster,_merge
C[N+]1(C[C@H]2CCCC[C@]2(C1=C)O)C,21855251,5.762798,6.918925,8.379897,3.0665452325184623,1.6364057880809912,964,left_only
CC(=O)N1CCC(CC1)COC=O,53836073,5.545598,6.1864524,5.1076713,-0.2098797405348728,-0.4201246511356607,-1,left_only
CCOC(=O)N1CN(C(=S)N1)C,20377494,4.330793,4.2483125,5.361777,0.327279927222863,-0.2730404930996483,-1,left_only
CC(C)(C)C(CCCN1CCCCC1)CCN,64352448,4.75928,6.436098,4.0119963,-0.6710918472393431,-0.7146817538132032,2049,left_only
CC(CN(C)C(=O)C1CCOC1)C#N,61578075,5.452719,7.8844466,3.9248505,-0.2855275291502167,-0.5135394131375578,1348,left_only
CCCCCNC1=CC(=CC=C1)N2C=NN=C2,43691893,4.331787,2.1809084,1.5844096,0.2100167135055784,-0.1620581181247281,4861,left_only
C=CCC(C=O)C1CCCC1O,3508,4.08039,7.725847,5.8582273,-0.1918241736223474,-0.8940967458811325,2261,left_only
CC1=CC=CC=C1SCCNC(C)C2CC2,62579073,4.464036,3.5347428,0.8097754,-0.1385082663329851,-0.8263173691482356,-1,left_only
CC1CC(CCN1)C(=O)NC,23553394,5.16662,6.593063000000001,5.488775700000001,-0.5949161051315545,-1.0797187552676313,-1,left_only
CCN(CC1=CC(=C(O1)C(=O)NN)C)C(C)C,55214792,4.382066,3.8984056,1.5212674,-0.285382316653843,-0.4250800374945,4431,left_only
CC(C)C(=O)NC(C)C(OC)OC,64386816,5.568122,7.525104499999999,1.887937,-0.3080656501399321,-0.9596806463034896,775,left_only
CCC1=CC(=NC=N1)NCC(=O)NCC(=O)O,61235693,4.030506,2.7945256,2.5854983,-0.1777436328000182,-0.6944901647313682,-1,left_only
CCN(CC)C1=CC=CC=C1Cl,597798,4.42114,1.9247767,0.3238220999999999,0.2786925329687751,-0.159251237874206,5392,left_only
CCCCCSC1=C(C=C(C=C1)F)N,43304276,4.5158830000000005,1.6522435000000002,0.8920471999999999,0.2197757795552433,-0.1404535768033467,5422,left_only
CCN1CC(C1)NC,68250287,5.32206,6.208407,5.0999274,-0.4723684216289774,-0.5204671199691097,-1,left_only
CC1(CC1)C(=O)NC2=CC=CC=C2,22095715,4.554711,4.374485,0.8335847,-0.1257046681322895,-0.6704224554327674,3481,left_only
CCOCC1=NC=CC(=C1OCC)Cl,19032537,4.735974,1.2439824,1.9332935,-0.061630173047018,-0.5845477870247212,-1,left_only
CC1=CC=C(C=C1)C(=O)SCCCl,44239641,4.126833,3.7219589,-0.64986205,-0.105751920298633,-0.586368557623098,4528,left_only
C1CC(=O)NC(=O)C1NC(=O)CCN,65969658,3.789316,4.8011193,5.1012187,-0.925421883172204,-1.2574128011064163,-1,left_only
C1C(CN1)CC2=NC(=NO2)C3=CC=C(C=C3)F,64609394,4.505044,1.5395393,3.7316604,-0.3630930415667669,-0.83026748495633,-1,left_only
CCC(C(=O)NC1=NC(=C(S1)C)C)N,61467509,4.178895,2.9983919,2.484193,-0.3424282852523025,-0.5750376061507708,-1,left_only
CCC1=C(N=C2C(=N1)C(N=C2N)OCC)CC,70196710,3.65034,1.2421938,3.0477183,0.0628958555418175,-0.4835791910832361,-1,left_only
CN(C)C(=O)COCOC,250958,5.61677,8.318406,1.8377382,-0.0915795412849108,-0.457175439778951,-1,left_only
CC(C)N(C)C(=O)CS/C(=N/N)/N,65217031,4.997803,8.0533495,2.4975672,0.3116152841333247,0.135241655737595,-1,left_only
CCC(CC1=CC2=C(C=C1)OCO2)CN,24264786,4.719881,-1.6204903,5.2896595,0.2783345382505656,-0.3810717871842443,52,left_only
CC(CC1=CC=C(S1)N(C)C)N,55253852,4.213566,3.2619421,1.2022133,0.3400023834457165,-0.0689331496782807,-1,left_only
[PH4+].[PH4+],21700529,9.133258,-0.7551914000000001,2.848025,4.743862448974706,4.003263961943341,4882,left_only
C1CCC2(C1)OC(CS2)COC(=O)N,4115331,4.942639,7.447613,6.890661200000001,-0.3693049850031802,-0.6785178776074596,-1,left_only
C1CC(N(C1)CN)CN,67261835,5.164267,5.35174,4.736604,-0.366739197398805,-0.4657316288190352,-1,left_only
CC1=[N+](C=CN1OC)C,71071891,6.198025,1.5104339,2.8115454,3.910897218904552,2.4322591942377376,-1,left_only
C1=CC=C2C(=C1)C(=CC=C2S)C#N,53260114,3.756308,-0.5723746999999999,1.7428039,-0.094239283274817,-0.4836443846810022,-1,left_only
CC1CN(CCN1)CC2CCCCCC2,65912665,5.240519,5.863330400000001,5.465824,-0.3734310900065291,-0.4287862713418641,1922,left_only
CCCC(C)C(=O)NCC(C)CO,65037038,5.419012,7.562342599999999,2.5291066000000004,-0.4733742994498082,-1.1387787234762314,-1,left_only
CC(C)(C)C(CCCC1=CC(=CC=C1)F)NC,64498409,4.888639,3.702281,0.35794398,-0.0279659350032053,-1.2183387755697608,-1,left_only
CC(C)OC(=O)C(C=CC1=CC=CO1)O,72750771,4.460094000000002,2.9198313,-2.8239408,-0.0876949212464374,-0.5060407167353339,68,left_only
C/C(=C/1\C(=O)NC(=S)S1)/C2=CC=CC=C2,3095431,2.072221,2.957538,6.191925,-0.7558598461116756,-0.8014680395989927,-1,left_only
C1CCC2(C1)CCN(CC2)C(=O)CN,63163360,5.277653,6.134322,4.400362,-0.39132354940391,-0.5111171478308286,-1,left_only
CC1(OCCO1)C2=CC=C(C=C2)[N+](=O)[O-],606598,3.735259,-1.3396848,-0.23502646,-0.3236243423013019,-0.6572836877186317,974,left_only
CCN(C1=CC=CC=N1)C(=O)COC,68886734,4.531132,4.1259212,1.0015271,-0.12054280657614,-0.5843045664211148,2853,left_only
C1CCC(CC1)NC2=CC(=NN=N2)Cl,73796316,3.350713,2.8005717,2.7511513,-0.2831253549468487,-0.9397509462310945,-1,left_only
CC(C(CCl)Cl)(F)F,9790,6.774025,10.701767,1.1330591,-0.8730355654322095,-1.4516149450333011,-1,left_only
C1=CC(=C(C=C1F)F)C2=NOC(=N2)C(=O)NN,67451396,4.382456,1.2331997,2.5058882,-0.4280506761930745,-0.6409946804615385,5163,left_only
CC1(C(=[N+](C(N1OC)(C)C)[O-])C(=O)N)C,13173780,3.819014,4.204701,7.038037299999999,-0.2678808354598037,-0.7206489823047904,-1,left_only
CN(CC1=CC(=CC=C1)F)C(=N)C2CC2,63176004,4.7298800000000005,4.3220315000000005,0.7201632,0.0906819090583658,-0.7243361750794372,-1,left_only
C1CN(CCC1NC(=O)C2=CC=CC=C2)CC(=O)C3=CNC4=CC=CC=C43,213647,3.074251,-1.9439356,2.0237837,-0.4115117611730733,-0.5464693302436581,-1,left_only
CN1C(=NN=N1)SCCC(C#N)NC2CC2,63055469,5.236559,3.6284273,3.9415162000000006,-0.1912588765626608,-0.4206112307479615,4096,left_only
CC1=CC(=C(C(=O)C(=C1)C)OC(=O)N(C)C)C,13404360,3.759681,0.54840744,0.1176808999999999,0.2424739350759745,-0.3244305649414282,-1,left_only
CC1=C(C=CC(=C1OC)C(=O)NC(C)C)OC,68190274,4.697985,0.055923004,0.44871402,0.1431379324833991,-0.5542258792212887,3282,left_only
CC(C)NC(=O)CN1C=C(C=N1)Cl,19524912,5.182809,4.1497245000000005,3.7272818,-0.1744872767120335,-0.860397433209463,-1,left_only
CCOCC(C1=C(C=C(C=C1)F)F)O,65670287,5.242475,2.0125046,-0.3749788,0.174944381748431,-1.1569362194094208,3527,left_only
C1=CC=C(C(=C1)F)S(=O)[O-],19841588,3.040462,1.0059462,0.35440803,1.1648763074725994,0.9747318368814551,-1,left_only
C1=CC(=NC=C1N)N2C=NN=C2,67536023,4.227486,2.1512523,3.4348838,-0.0885882184828814,-0.2422997419047315,-1,left_only
CCC(C)(CO)NCC1=CN=CC=C1,64459694,4.768665,4.559389,1.0012189,-0.4413005546273402,-0.988241857486827,-1,left_only
C1=CC(=CC=C1[N+](=O)[O-])OC=C(N)N,28820628,2.875748,-0.7530171999999999,-0.9650946,-0.2820244546818736,-0.125977868511831,720,left_only
CC1=CC(=CC(=C1)[N+](=O)[O-])NC(=O)C,19787514,3.336905,-0.8207228000000001,0.16996364,0.4070805889878379,0.1667349814525604,988,left_only
C1=CSC=C1C(=O)OCCCC(=O)N,71974804,4.9771230000000015,4.2314334,0.5904242,-0.1291775835382891,-0.6792478708826793,-1,left_only
C1[C@H](CC(=O)O[C@@H]1/C=C/C2=CC=CC=C2)O,11106830,1.392752,3.6455538,5.5960410000000005,-0.5449436744777755,-1.2012731182354155,-1,left_only
CC(C)CCC(CCC1CCCO1)O,65167220,6.133692,9.119305,5.746176999999999,-0.8094551473974831,-0.9618903910874572,-1,left_only
C=C(CCCN)Cl,55283828,5.685199,8.675775999999999,1.4110128999999998,-0.1074516898658819,-1.292734892989624,-1,left_only
CC(C)CCNCC=C,527110,4.988197,9.290822,2.7681098,-0.7464592211813719,-1.457352310316727,-1,left_only
CCNCCCC1=NC=C(O1)CC2CC2,65187205,5.344869999999999,2.7851162,3.0907197,-0.2158002207336883,-0.3945503859988765,3876,left_only
CC1CCC(C(C1)N2CCOC(C2)(C)C)C#N,43592786,5.411117,6.1575446,5.448298,-0.2010031598192967,-0.3816309597076135,1842,left_only
C[C@@H]1CCS[C@H](S1)C,5325813,4.893554,6.483683,6.8746176,-0.4665498346651037,-0.9048434618092812,-1,left_only
CC1(COC(=N1)C=CC2=CC=CC=C2)C,121136,4.236689,2.0624297,-2.009539,-0.3339777751070886,-0.7800885958882199,-1,left_only
CCC(CC1=CC=C(C=C1)N=C(N)N)C(=O)O,70584893,4.451358,4.8413763,-0.4126102,0.2252221355362145,-0.1692038137500186,-1,left_only
CN1CCC(C(C1)C(=O)O)O,45083303,5.179862,6.1157303,5.8929577,-0.4350345208488756,-0.6538867825158351,1833,left_only
CC1=CC(=NC(=N1)NC)NCCCN,17606468,4.288536,2.1270068,2.566449,-0.2582262289054959,-0.7403588566107214,-1,left_only
CCC1=CC=C(C=C1)CN(C)C=O,64992824,5.185291,3.8459291,0.28443125,0.1635339219605861,-1.3222320080308538,-1,left_only
CCC(C)N(CC)C(=O)CC1CCC(CC1)N,62782506,5.303636,8.152144999999999,3.7858686,-0.4883724634361469,-0.5104693152823853,-1,left_only
CN(C)N=NC1=CSC=C1C(=O)OC,67183740,3.879796,0.503159,0.6280760999999999,0.3056455138885078,-0.1440018876322049,-1,left_only
CCC[C@](CC)(C(C)C)OC,59911258,6.166858,10.572943,1.8131831000000005,-0.8836742091483292,-0.9852869727079197,98,left_only
CCN(C)CC1(CCOC1)C=O,62276571,3.786349,8.498928999999999,6.3499436,-0.3928115480878677,-0.8539297383634669,-1,left_only
CCCC(CCC)(CN)C1=CC(=C(C=C1)C)C,55196137,5.1452,3.1818402000000003,-0.6793079000000001,0.2251255111273947,-1.146511877120138,-1,left_only
C1=CC(=CC=C1C(CC(CO)O)O)O,11805684,4.943752,3.926545,-0.9909755,0.2068900664665396,-0.6418116295781692,3311,left_only
C(CSCC1C(C(C(O1)O)O)O)C(C(=O)O)N,495,5.252029,8.409851,2.095843,-0.2215931770878614,-0.6006591152210803,460,left_only
C=COC1(CCCCO1)[Si],57279288,2.538222,7.279714,7.9943075,1.5165108543617731,1.1376244951966488,1963,left_only
CCCCN1CC2=C(C1)NN=C2,67978378,5.049385,1.8868906000000003,5.595186,-0.4209708285209332,-0.7959473123628878,-1,left_only
B(C1CCCCC(C1)(C(=O)O)N)(O)O,71437435,5.138825,7.203064,7.708505000000001,-0.2595383016741434,-0.6710685529383115,-1,left_only
C[C@H](C1=CC=CC=N1)[C@H](C)C2=CC=CC=N2,58761617,4.659766,4.2471805,1.4716069,-0.3580271566007302,-0.9228240371869836,-1,left_only
C1CC2(CNC1)CN2,23135213,5.267489,6.838651700000001,7.449089,-0.6554060346246768,-0.7490592880881779,2276,left_only
C1CN2CCC1C(C2)(CN)NCCCO,65377409,4.81294,7.646016599999999,6.9300165,-0.7619522818135838,-0.8764293509498723,1669,left_only
CCN1C=CC(=O)N(C1=O)CC2CCOCC2,63812045,4.675872,2.3792310000000003,4.553085,-0.2004318055231873,-0.3739966188625233,-1,left_only
CC(CC(C)N(C)CCOC)N,64707817,5.010699,9.140523,3.4176064,-0.5102724734390174,-0.6239967571197781,-1,left_only
CC1C(=O)CC1(C)C(=O)N,68110045,4.231484,5.614978,7.7949405,-0.22053487252295,-0.7714514047399088,-1,left_only
CC(C)C(C)C1=CC=NC=C1,23555690,4.92285,4.31884,0.4675777,-0.3417999592585974,-1.1359874074804508,-1,left_only
C[Si](C)(C)C[SiH2]CCl,71357841,6.271745,10.105065,0.94005585,-0.8303840948567615,-1.2870415054245907,-1,left_only
C[C@@H]1CCCC[C@@H]1CC(=O)O,41097350,5.581306,7.240837,6.121965400000001,-0.2449754644722098,-0.8026481004940234,1977,left_only
C1CN(CCC1CO)C2=C(C=CC=N2)C(=O)N,60965536,4.228582,2.4004562000000003,4.526227,0.2896165233442422,0.0879524452663438,-1,left_only
CC1=C(C=CC=C1Cl)NCCO,28572253,4.7512300000000005,1.9495761000000005,1.3359692,0.3848880978457563,-0.1314583053038642,5357,left_only
CCNC(=O)CNC(=O)[C@H](C(C)C)N,61155074,5.363805999999999,7.0358734,2.1438513,-0.4877965356046344,-0.9953573656570168,-1,left_only
C1CN(CC1N)CC2=CC=CC=C2F,24904421,4.726735,3.8728905,4.106921,-0.2610071260479309,-1.2210140245023646,-1,left_only
B(C1=CC=C(C=C1)CC)(OC)OC,58937443,5.167877,3.0623527000000004,-0.26431185,0.2485563480362697,-1.022979144464622,-1,left_only
CC1CN(CCO1)C/C=C/C(=O)O,62343922,3.950894,5.635288200000001,4.2155027,-0.4067205713523282,-0.7575952284099611,-1,left_only
CCCC(=O)N1OCCO1,70593587,4.680806,6.0292096,4.0016656,-0.1010797394232027,-0.3924003830206472,-1,left_only
CC1CC(=O)N(C1)CCCNCC(C)C,63103912,5.454611,4.585384,5.2075357,-0.4434395044057689,-0.4821103457570616,-1,left_only
CCC(C)OC1=C(C=C(C=C1)CNC)OCC,43278131,4.960134,0.7189681,-0.32733846,0.3830903877942527,-0.3409569105450193,-1,left_only
CC1=CC2=CC=CC=C2N=C1CC(C)NC,63229367,4.043293,0.077766664,2.5499246,-0.1350359254599674,-0.7302477956183617,-1,left_only
CCC1CCN(CC1)C(=O)C2CC(CNC2)C,65563848,4.903603,6.0053644,4.720358,-0.5510604888252653,-0.6248256169176764,2425,left_only
COC1=C2C=CS(C2=CC=C1)(O)O,18542556,3.3735160000000004,-0.16694218,0.41117048,0.1602369366510654,-0.4472738068633618,-1,left_only
C1CC1C2=CN=C3C(=C2)C=CC=C3O,44887552,3.8875,0.54112333,3.0808594,-0.1199861759151731,-0.5447655712367269,-1,left_only
CC1C(=C)OC2=C(C1=O)C=C(C=C2)C,60079362,3.609664,0.44262475,6.160304,-0.1308941985211054,-0.3006016381145635,2848,left_only
CCCN(C(=O)C)C(C)(C)C(=O)O,63705311,5.396047,8.685233,2.596893,-0.1569065133741837,-0.3616064733887745,-1,left_only
CCC1CN(CC1C)C(C)C,59526800,5.055832,6.600529700000001,5.669833000000001,-0.5392110916790364,-0.5748497879358576,1702,left_only
COC1=C(C=C2C=C(C=CC2=C1)O)C(=O)O,23286336,3.52901,-0.12451171,0.54861856,0.0932028193121586,-0.3430841587957045,2101,left_only
CC1=CC(=C(C(=C1)O)C)C2CC2,66955076,4.854958,0.6683579000000001,5.6804028,0.2314767010947047,-0.6828802575993748,-1,left_only
C1=COC(=C1)CCC2=NN=C(O2)CCO,28302843,5.179797,5.308305000000001,1.4451797,-0.021142110489483,-0.6169689842038563,-1,left_only
CC(C)C1C(=O)NC(C(=O)N1)C2CC2,64883304,5.247839,4.3134737,6.723078699999999,-0.0521168637030607,-0.6619876596696562,2773,left_only
C/C=C\CN1CCOCC1,11768672,2.125379,6.0599084,3.725971700000001,-1.0982851743830369,-1.7819006554139851,-1,left_only
C1=CC(=C(C=C1Cl)Cl)C=CC2=NC(=NC(=N2)N)N,243930,3.919258,0.36085594,-0.004245368,-0.3758936199304371,-0.9272513490967248,4798,left_only
CC=CCN1CCCC1,558582,5.262782,5.943762,3.99156,-0.7691804772651768,-1.3062299869870342,1859,left_only
C1CN(CC(C1CO)O)CCN,18695925,5.489572,6.120176,5.385129,-0.4724541113143319,-0.5573558244957015,-1,left_only
CC(C)(P(F)F)P(F)F,58308562,4.963916,10.731193,1.0822798,-0.8741115183593184,-2.075219725487519,-1,left_only
C(C(C(=O)O)(C(F)(F)F)O)N,72750770,5.380693,9.302117,0.9599825,-0.536665692435548,-0.9497578345237524,449,left_only
CC(C)C(=O)CN=C/C=C(/C)\N,59531378,3.886449,8.443146,0.4861050999999999,0.2042808549622612,-0.0010867958670005,403,left_only
CCC1(CCNC1(C)C)C,62355400,5.108427,6.7328467000000005,7.357120500000001,-0.7691724347934861,-0.880034372229666,1626,left_only
CC1CCCC(C1C(=O)O)C(=O)O,232890,5.510071,6.4428997,6.4968762,-0.3686013623972112,-0.8513243320618255,-1,left_only
C(C/C=C/N)/C=C/CN,22094760,1.991563,9.874233,-0.04322395,-0.2623797130327439,-1.000807380128377,-1,left_only
C1=CC(=CN=C1)OC2=C(C=C(C=C2)F)C(=N)N,55233507,4.407357,1.3464782,0.5975164000000001,-0.2260881399397359,-0.5604668824592082,-1,left_only
CCCCCCOC1=CC(=O)C(=C)CC1(C)C,18320265,3.536121,3.8961303,7.2882338,-0.0552383555627298,-0.2137625888965055,2576,left_only
CC1CC(CN(C1)CC(=O)NCC#C)C,45797060,5.443618,6.265104,4.017602,-0.3889943934660593,-1.1011041259090284,2079,left_only
CC(C)C(C)C(=O)NC1=C(C=C(C=C1)Cl)N,64033610,4.155617,1.5966345,0.74746644,0.1410290264143927,-0.3282840572257862,-1,left_only
CNCC1=C(C=CC(=N1)N(C)C)Cl,62281040,4.099938,2.2502544,2.4348240000000003,0.1279192054203287,-0.047070932442933,-1,left_only
