,SMILES,UMAP_0,UMAP_1
13682,CC1=CC=C(O1)C[NH2+]CCC2=CC=CC=C2,5.1952777,0.9264463
13683,CC1=CC=C(C=C1)S(=O)C(=C)F,3.4686017,-1.3127581
13684,CC(C)(C(CC#C)CC#C)N,9.833397,2.0116541
13685,CC1=C(C(=NC(=N1)C2=CC=CC=C2)C)[O-],0.5737508,3.8108368
13686,CC(C(C(=O)N(C)OC)O)N,7.072672,1.8506174
13687,C1CC1[C@@H]2C[C@@H]2CC(=O)O,3.658471,3.9588718
13688,C1CC2C3C(C1O2)C(=O)CC3=O,0.12177814,-1.3643926
13689,COC1=C(C(=CC=C1)OC)O/C=C/C#N,0.36840975,-0.22456056
13690,CC=CC1=C(C=C(C=C1)O)O,0.0363776,0.10280908
13691,CC1=C(C=C(C=N1)O)C#C,0.2691102,1.8565986
13692,CC1CCCC(=NC2CCCCC2)C1,1.9748179,2.3454278
13693,CC(=O)[C@@H](C1=CC=C(C=C1)F)O,3.9055579,-1.3174118
13694,CCCCCC(C)NC1=NSN=C1Cl,3.7384183,2.501484
13695,C(=CC(=O)O)C(F)F,8.3650675,-0.6779541
13696,COC(=O)CN(C1=CC=CC=C1)P,4.9652114,-0.71976376
13697,CC1=CC=C(C=C1)C(=O)C2=CC3CCC2C3,3.4473262,0.25675035
13698,C1[C@@H]([C@H]1C(F)(F)F)C2=CC=CC=C2,2.678782,6.132372
13699,CCOC(C1=CN=CN1)C2=C(N=CN2)N,5.602566,2.3885713
13700,CCC(=O)O/C(=C\O)/Cl,1.1331404,-1.9863285
13701,CCC(=O)N1C=NC2=CC=CC=C21,-1.237266,4.6061835
13702,CN(C)CCNC(=O)[C@@H]1C[C@@H]1C2=CC=CC=C2,4.0757794,2.727504
13703,C1=CC(=CC=C1[C@H](C[NH3+])O)O,3.7727683,-1.1923741
13704,C[C@]1(C[C@@H](CC(C1)(C)C)O)C[NH3+],7.155,8.403947
13705,CN1CN(C2=C1C=CC=N2)C,1.7039099,5.2671065
13706,C1C(OC(=S)S1)COCC2=CC=CC=C2,5.285621,0.66816217
13707,CC1(CCC(C1(C)C)[Si]C)C,-1.1302123,1.2069209
13708,CN1CC=C([C@H]1CCl)C(=O)OC,4.3254795,6.520975
13709,C1=CN=CC=C1C2=NC=CN=C2,1.1390283,3.1532528
13710,CCC1=NC2=C(C=CC=N2)C(=N1)Cl,-0.5251051,2.6081338
13711,CCC1CN(C(=O)CO1)C,4.529951,5.639226
13712,C[C@@H]1[C@@H](C(=O)O[C@]1(C)CO)[NH3+],0.7936528,6.0258975
13713,CN1CC2=C(C1=O)C(=CC(=C2)O)O,0.633584,5.5821004
13714,CCCNC1C(CC2=CC=CC=C12)S(=O)C,0.0978409,6.2158666
13715,CC(C)(C)CNC(=NCC(C)(C)C)N,7.2343316,2.3909678
13716,CC(C)(C)OC(=O)C1(CC(=C1)F)C=C,4.7001433,1.401646
13717,CC1=NN(C=C1)CC(OC)OC,3.5229187,3.82314
13718,C1CO[C@H]2[C@@H]1COC(=O)C2,-1.7331479,3.363631
13719,CC(C)CCOC(=O)NCCO,3.7778325,-0.32228187
13720,CCCCNC(=S)NO,2.603348,-1.3319907
13721,C1=CC=C(C=C1)C2=NC(=NC(=N2)Cl)Cl,0.2915299,3.8434002
13722,C1=CC(=CC(=C1)OC2=NC=CN=C2)N,1.0434812,0.16741103
13723,CN1N=C2C=CC(=C(C2=N1)N)N,-0.20081443,3.212273
13724,C=CC(OC(=O)OC(C=C)Cl)Cl,6.4213734,-0.5531137
13725,CCC([N+](=O)[O-])SC#N,5.1542087,-1.9588069
13726,CNNCCCl,3.6693547,-1.408525
13727,CC1=CN=C=CC(=C1O)Cl,-0.19986327,1.6904242
13728,CN1CCCC2=C1CN=C2,3.035762,5.6675525
13729,CCC1=N/C(=C/2\C(=O)C=CC=N2)/ON1,-1.674671,4.2128654
13730,C1=CC=C2C(=C1)C=CC3=NC(=NN32)N,-0.18076313,4.179817
13731,CCC(CC)(CNC1=NC(=CS1)C)O,3.1618638,2.72332
13732,CCCCOCNCN(C)CN(C)CNC,6.8050494,2.8262064
13733,CC1=CC(=NC=C1)N=C2C3=CC=CC=C3C(=N2)N,0.9491994,2.2210119
13734,C/C=C\OC1=CC(=CC=C1)Cl,1.9775876,-1.1776353
13735,C1=CC(C(C(=C1)F)(F)Br)O,3.3996594,4.8605423
13736,C1[C@@H](NCC2=CC=CC=C21)C(=O)NCC(=O)O,0.49547118,7.08226
13737,CCC(C=C)C1(CCCCC1=O)C(=O)OCC,3.201732,4.9292803
13738,C1C(C1=O)O,4.5737767,7.827744
13739,C[C@@H]1[C@@H](OC(O1)COC)C,2.5986927,5.1473875
13740,C=NC1C(NC(=O)NC1=O)N,3.9234345,7.5868278
13741,CC(C)[C@H]([C@@H](C(F)(F)F)O)[NH3+],5.7036295,-2.455062
13742,CC1=CC2=CC=CC3=C2C(=CC=C3)C1,0.053536054,5.573714
13743,CC1=CC(=CC=C1)C2=NSN=C2N,0.4121712,3.2716138
13744,CN/C(=C\[N+](=O)[O-])/NCC1=CC(=NO1)Cl,4.134479,2.6690032
13745,COC1C=COCCO1,0.06752475,0.12716167
13746,C1C[C@@H]2CC=C[C@H](C1)S2(=O)=O,-0.18125843,-1.3687227
13747,CC(=O)NC(=[NH+]C(C)(C)C)N,4.8320813,-1.7873083
13748,CN(CO)C1=NC(=NC(=N1)N)N,1.6743542,2.38591
13749,C1COC(N1)N2CNCO2,0.8049941,2.531171
13750,C1=CN(C(=C1)CN=O)CCC(=O)O,3.180494,3.6938083
13751,CC(C)CC(C)CC(=O)C(C)C,6.416226,-0.12597649
13752,C[C@H](C(=O)O)N[C@@H](CCCN)C(=O)O,8.228449,2.5893934
13753,CC(C)(C)CC1(CCC1)C(C)(C)C,-1.4412329,1.6199877
13754,[CH-]1C=CC(=C1)CC(=O)O,2.2293212,-0.23570104
13755,CC1CCCN(CC1)C(CN)C2=CC=CC=N2,5.034865,1.9981236
13756,C(COCCOCCN=C(N)N)N,4.9621696,0.9107155
13757,CCC=CCCC=CCNC(=O)OC(C)CC,8.487017,0.45278555
13758,[CH]C(=O)C1=CC(=CC=C1)F,3.1537595,0.23050053
13759,CCCC(CCCBr)Cl,5.507137,1.0022228
13760,CCCCC1=NC(=C(N1C)O)Cl,1.6147267,3.772012
13761,CCCCCOC(=O)[C@@H](CC)N,7.5530033,1.0168701
13762,C1C=C2C(=C3CC=CC=C3N2)CC1N,-1.3425447,2.2352402
13763,CCCC=NCC(C)O,4.925406,-2.3326108
13764,CCC1=C(C(=CC=C1)CC)N2C(=O)CC2(F)F,0.8477611,1.6562423
13765,CC(N\1C2=CC=CC=C2S/C1=N/N)O,-1.5183859,3.1015623
13766,C[C@@]1(CN(CCC1=O)C)CCC(=O)OC,3.497617,5.0108857
13767,CC(=O)N=C(C=C)NN(C)C,3.8480756,-2.279533
13768,CC(C)C(=O)N/N=C(\C)/CN,-0.024377355,1.399502
13769,CCCC=CCC(=O)[O-],9.349918,-0.34190467
13770,C[C@@H](/C(=C/C#N)/C)O,7.4155936,-0.88802654
13771,C1C2=CC=CC=C1C=C3C=CC=CC(=C2)O3,2.6784413,7.478796
13772,CC1=CC2C(C(=O)C3C1(O2)CCC3)Cl,4.1251917,7.273909
13773,CCN(C1=CC=CC=C1)C(=O)CO,4.823491,-0.7312681
13774,CC1=CC=C(C=C1)OC/C(=C/F)/CN,2.2770882,-1.3979899
13775,CC(=C)C1CCC(CC1)C(=O)O,0.18679777,-0.14324266
13776,CCCCCC(C)N1C(=C(C(=C1N)C#N)C)C,1.3180019,2.182067
13777,CC(=O)NCC(=O)NCS,1.7842724,-1.7587222
13778,C1=CN=C(C=C1C2=NNN=N2)C3=NNN=N3,0.2535309,3.555192
13779,C[C@H](C=O)C(=O)OC,8.216904,0.8418551
13780,CC1=C(C(=NC(=O)N1)NC)[N+](=O)[O-],-1.4309217,1.6390499
13781,CC/C(=C\C1=NCCCO1)/N,1.1141804,5.3489747
13782,C1CCCN(CC1)C(=O)/C=C\C(=O)O,6.009389,3.650703
13783,CN(C)C(=O)O,2.8762438,-1.7108979
13784,C(CSC1=NNC(=N1)N)C(=O)NN,2.6660006,2.6090565
13785,CCCCCCCCCC/C=C/N,9.869586,-0.4582651
13786,CC1C=NC(=O)N=C1N=C2CCCN2C,3.4074464,5.454969
13787,CC(C)C1=C(NC2=C(C1=O)C=CC=N2)C(C)C,-1.0115772,3.2220166
13788,C1(=NN=C(O1)Cl)C(=O)Cl,1.4254215,1.5380588
13789,CC1=C/C(=C\NN2C(=NNC2=S)C)/C(=N1)C,2.0359054,4.3953867
13790,CN(C/C(=N/O)/N)C(=O)CSC,4.771733,0.469958
13791,CC(C)C[C@H](C(=O)OC)[NH3+],7.992999,1.7667828
13792,CCCC(=C)/C=N/N(CC)CC,1.6766318,-2.1698256
13793,C[C@@H]1C[NH2+]C[C@H]([C@@H]1O)O,6.6481166,6.733436
13794,CCOC(=O)C1(CC=CCO1)C(=O)OCC,-2.0222425,2.4888065
13795,C1C[C@H]2CCN[C@H]2C=C1,-0.27035064,2.760316
13796,COC[C@H](C=C)O,9.008152,0.7228561
13797,C(CCl)N(CCCl)C(=O)NN=O,6.331005,1.7382793
13798,CCC(C)C1=C(C=CC(=C1)O)C(=O)O,0.7212772,0.44836977
13799,CCCCCC/C=C/C1=NC=CC=N1,6.870915,-1.3813698
13800,[B](CC)CC=CC,7.3743834,-0.6158862
13801,C=C1C=CC(O1)N2CCC(=O)NC2=O,4.483756,6.434993
13802,CN1C=CC=C(C1=S)C(=O)NN,2.7882574,1.8949877
13803,CN(C)CCC=CC(=O)N,5.3706903,-1.7762442
13804,C1C=CS(=S)N1,2.5391476,4.3279786
13805,CCCOC(=C(C)C)OCCC,2.4877534,-2.1473489
13806,CC(=C1C[C@@]2([C@H]3CC[C@@]2(OC3=O)C)OC1=O)C,5.0805926,7.5709376
13807,B(C1=CC=CC=C1C2=CC=CC=C2C)(O)O,0.1963409,2.2644897
13808,[B]1[C@@H](CC(=O)O1)C,4.502035,7.86071
13809,[H+].C1CCC(CC1)O,2.9072552,4.8977213
13810,C1CCC(=O)N(C(=O)C1)Cl,4.0675073,5.8124003
13811,C1CC(N2CCC1C2)C3=CN=NC=C3,2.625304,2.4956162
13812,C/C(=C/CN)/C12CC3CC(C1)CC(C3)C2,8.041703,8.502428
13813,CCN(CC)[C@H](CC(=O)O)C(=O)O,0.808686,-1.561623
13814,CC1=CC2C(=O)C=CN=C2N1,3.1555035,7.713347
13815,C1C2=C(C=C1C(=O)O)C=C(C=C2)Br,0.5709956,5.4922476
13816,CC/C(=C\C)/C(=O)OCC,4.7884984,-1.9043174
13817,C1(=C(C(=C(C(=C1F)O)N)F)O)N,-0.22577195,1.3000636
13818,CC=CC1=[NH+]C2=CC=CC=C2C1(C)C,-0.11504661,0.50556916
13819,C=C1C(=O)NC(=S)NC1=O,3.0655525,7.435811
13820,CCCC(C)CC(CCC)C(=O)C,5.655626,-0.265786
13821,CC(=NC1=CC=NN1)C2CCOC2=O,4.54761,5.994878
13822,CCC1=CC2=C(CC=C2C)C(=CC1)C,2.7983477,6.2262325
13823,CCN(CC)C1NC(CC(=O)N1)N,4.193615,6.9309998
13824,CC(C)(C1CCN(C(=S)C1)C)[N+](=O)[O-],5.107956,6.2713814
13825,CC1=CC=CC=C1C2CCC3=CC=CC=C23,1.0779735,7.3633313
13826,CC1(CC2=CC=CC=C2C=C1C(=O)N)C,1.1953422,7.2266746
13827,C1=CC(=NC(=C1Cl)C#N)C(F)(F)F,0.39296207,2.2096796
13828,CC1=CC2=C(C=C1)N=C(N2)[C@H](C(C)C)N,-1.5931875,3.2512271
13829,CN1[C@H]2C[C@H](CC[C@H]2CCC1=O)O,4.9784703,6.453547
13830,C1=CC(=CC=C1/C=C/C=C/[N+](=O)[O-])Cl,1.2664595,-1.8298864
13831,COC1C(=O)C=CN=C1CO,3.4559705,7.5992584
13832,C1C2CC3CC1C=C(C2)N3,2.5181336,2.646585
13833,CCCOC=S,3.9442503,-1.5920178
13834,CC1(CCC2=C(C1)CCCCCC2)C=O,2.3925214,3.357014
13835,CC(=O)[C@]([C@@H](C(=O)O)O)(C(=O)O)OC(=O)C,7.376885,0.8750304
13836,C1CC/C(=C\CCC(C1)O)/O,4.6016674,6.571554
13837,C[C@@]1([C@@H](CCC1=C)CC(=O)O)CO,-0.9593558,1.208637
13838,C1C=C[C@@H]2[C@H]1C[C@@H]2CC(=O)O,-0.31359777,0.52621245
13839,C=COC(=O)C(=COC(=O)C1CC1)F,4.660565,4.837113
13840,CCC(=O)N(C)C=CC,6.8301783,0.5916651
13841,COC(=O)[C@H]1CC(=O)C[C@@H]1C(=O)OC,5.861796,6.780178
13842,CNC1=C(C2=NN=NN2C3=C1C=CN=C3)N,0.35713676,2.8801253
13843,C1=C(C=NN1CC(=O)NN)[N+](=O)[O-],3.9699116,3.8602622
13844,CC(C)([C@H](CCO)F)O,10.707416,1.936408
13845,CCCC(CCC)C(C)(C)C(C)(C)C,8.733803,3.2357714
13846,CCCC(CCC)C(C(=O)OC)O,8.55565,1.7619202
13847,CC(=O)N1C[C@H]2C[C@@H]1C(=O)O2,0.6142734,-1.594667
13848,CC(C[N+](=O)[O-])C(C)C=NN(C)C,2.7289326,-1.6965654
13849,CC(C1=NN=C(O1)C2CC2)N,2.7770274,4.0450163
13850,CO/N=[N+](/CC(=O)Cl)\[O-],3.0399396,-1.8751495
13851,CC1=NN=C(N1C)SCC(C2CC2)N,3.2873979,3.9441812
13852,CC1=C([N+](=C(N1)CC(C)C)C)C,-0.06397223,3.4785273
13853,CC(C)CN(CCC#N)C1=NC(=CS1)CN,3.144426,2.3342924
13854,CN(CC(=O)OC)C(=O)C1=NSN=C1,3.8556106,1.6492274
13855,CC1=CC(=O)CCC1,-0.62803787,-0.38193467
13856,CC(=O)C/C(=N\O)/C(F)(F)F,7.9582267,0.7363037
13857,C([C@H]([C@H](C([C@@H]([C@H](CO)O)O)O)O)O)O,10.326452,1.4226354
13858,C1=C(C(=CC2=CSC=C21)C=O)C=O,-0.120787136,1.1113459
13859,CC(C)(CO)NCC1=NC=CC=N1,3.5876255,1.4127929
13860,C1=CSC(=N1)CCN=C(N)NN,4.670117,2.5226545
13861,C1C[C@H]2C[C@@H]1C(=O)N2,4.9471784,7.195068
13862,CN1C=CN=C1[C@@](CC(=O)O)(C(F)(F)F)O,3.8540003,3.0359375
13863,C[C@@H]1CC[C@]2(O1)C(=CCCC2(C)C)C,5.129293,9.12326
13864,C1CCC[NH+](CCC1)CC2=CC=CC=C2Cl,2.297615,1.3249516
13865,COC1=CC2=C(C=C1)OC3=C2C=C(C=C3)O,-1.2674067,0.90987897
13866,CC(=O)C(=O)C1CCN[C@@H]1C(=O)N,6.153672,2.4836783
13867,CCC(C(C(O)(F)F)(F)F)(O)F,4.5951242,-2.112412
13868,CC(C)(C[NH+][CH2-])N,2.3617008,-2.2692494
13869,CC1(CCCC1)CN=C(N)NC2CC2,0.8151298,-2.086576
13870,C(C(C(=O)[O-])[NH3+])C(=O)NO,3.2148747,-2.3641396
13871,C1CN(CC[N]1)N,4.846425,5.2280636
13872,CC(C)/C(=C(\C)/O)/C(=O)C,0.053500257,-1.7437987
13873,CC1(C(O1)(C)CCl)C,1.1880906,4.7511983
13874,CC(C)CCO[C@H]1CC[NH2+]C1,8.548489,5.58312
13875,C[N+]1=CN(C=C1)C2=NN3C=CC=CC3=C2N,0.1488856,4.099987
13876,CC1=CC(=NC2=NN=C(N12)CC(C)(CN)O)C,2.6434917,3.2436419
13877,C1=CC2=C(C3=C1C=CN3)NC=C2,-1.0358542,1.8341454
13878,CCC1CC(N(C1C(=O)C)C)C(=O)C,0.43659252,0.52558035
13879,CCCC1=NC2=CC=CC=C2N1C,-1.4548656,4.310769
13880,C1CC2(COC(=O)N2)C3=CC=CC=C31,0.60019106,5.8677254
13881,CC1=NC(=C(N1)C(C)O)[N+](=O)[O-],-1.079258,1.4202219
13882,C1=CC2=C(C3=NC(=O)N=C3C=N2)N=C1,-0.33662727,2.953615
13883,CC(C)C(C)OC(=O)OCC=C,3.715127,-2.4058464
13884,CC(C)(C)C1=NNC(=O)C1CC[NH3+],3.3576367,6.9528584
13885,CCCCS(=O)(=O)N1C[C@@H]2CCN[C@@H]2C1,0.8115073,-0.12040932
13886,CC(C)C(C1CC1)(C2CCOCC2)O,8.318468,4.8436136
13887,CNC[C@H]1CCOC1,0.17716384,-0.9352712
13888,[2H]C([2H])([2H])OC([2H])([2H])C([2H])([2H])O,7.579676,-0.5958636
13889,CCCN(C(C)C)C(CN)C1=CC=C(S1)C,5.234597,0.68981844
13890,C1(=C(C(=O)C1=O)Cl)N,-0.3669447,1.9849538
13891,C[Si](C)(C)CCOC(=O)C1CC2CC1C=C2,-1.4341758,3.2035625
13892,C(N)[NH2+][O-],0.4455359,-1.5172704
13893,C[C@H]1CCCC[NH+]1CC2=CC=C(S2)C(=O)[O-],4.7981043,2.8722348
13894,C1=CC=C(C=C1)C(=N)N=N,3.777099,-1.6938567
13895,CC1CCCC(C1)C(=O)C(C)CC(=O)O,6.8725533,4.3083897
13896,C[C@@H](C(C)C)[NH2+]CC1=CC=CC=C1,5.4696617,-0.3565995
13897,CC(C)[C@H]1C=C(OC1=O)[C@H](CO)N,1.2587819,0.1515382
13898,CCCCCCC1CCC(=O)O1,1.3682065,1.0368084
13899,CC1(CC[C@H](N1)C(=O)O)CC(=O)O,1.6062328,-1.8972586
13900,CC(C)[C@H]1C(=O)O[C@H]2N1C(=O)[C@H](CCC2)N=C,1.1636608,5.396873
13901,CCOC1=C2CCCN2C(=C3N1CCC3)OCC,3.4492834,5.2055874
13902,C1=C2C(=CC3=C1NC=C3O)OC=C2O,-1.2226769,1.5321959
13903,C1=CC(=O)/C(=C/2\C=CNN=C2)/C=C1Cl,1.025155,3.223889
13904,C1C(C(=O)N(O1)CCCO)N,3.8579762,5.299875
13905,C=CC1=CC=CC=C1CC2=CSC=C2,4.796398,0.749303
13906,C1=NC2=NC(=NC(=C2N1C#N)N)N,0.41523072,3.6307654
13907,C[C@@H]1CCCC[N@@+]1(C)CC2=CC=CC=C2,5.4946613,2.9147184
13908,C1CO[C@@H](C(=O)N1CC2=CC=CC=C2)O,3.6751184,5.225051
13909,C1CCC(C(C1)O)OP(=O)([O-])[O-],2.7958832,2.8141074
13910,C[NH2+]CCOC1=CC=CC=C1Cl,0.59141946,-1.2890512
13911,CC(C)(C)C[C@@H](C(C)(C)C)N,3.7070005,-1.307426
13912,CC(C)/C=C\C(C)COC=O,9.94238,0.86021423
13913,CC(=O)N[C@@H]1CCCC[C@@H]1OC(=O)C,0.32286438,-0.9822302
13914,C1=C(N=NS1)N=C(N)N,3.0008166,1.7079387
13915,C1=CC(=CC=C1C#N)[C@H](CN)N,2.7934568,-0.9841634
13916,CC[C@H](C(=O)O)N[C@H](C)C(O)O,2.8473833,-1.78487
13917,C[NH+]1C[C@H]2CCC[C@@H](C1)C2[NH3+],-0.20228048,3.9123716
13918,C1=C(C2=C(C(=N1)N)N=NS2)N,0.496005,2.9383326
13919,C#CCNC1=CC=CC=C1Cl,2.4121637,0.8164314
13920,C1=CN(N=C1N)C2=NC=NS2,2.7858367,3.8795583
13921,CN1C(=S)C=CC(=N1)SC,1.5480372,3.9269059
13922,CC(C)(/C(=N/O)/N)C(=O)N(C)C,8.156994,2.0507848
13923,B(CC1=C(C(=NN1C)C)Br)(O)O,2.1281166,4.104061
13924,CN1C2CCC1C(=CC2Br)C3=CC=CC=C3,2.6429656,5.849759
13925,CC1=NC(=CC=C1)C(C)N,2.599635,2.0545192
13926,CC(C#N)(C#N)ONP(O)O,4.7231054,-1.0904642
13927,C[C@H](C(=O)NCC(=O)N)[NH3+],1.1768895,-1.1218575
13928,CC(C)(C)C1=C[N+](=C(S1)N)C,-0.082394086,2.5454967
13929,CC1=NN=C(S1)CC(C(C)C)O,3.258739,2.6162798
13930,C1COC(O1)[C@H]2CNC3=CC=CC=C3O2,-0.58589685,5.2067437
13931,CN1CCN[C@@H](C1)C2=CC=C(C=C2)Cl,1.8178157,5.1584454
13932,C1C=CCC2=C3CC=CCC3=C4CC=CCC4=C21,1.7107528,5.4024696
13933,C1=CC=NC(=C1)C[Si],4.046434,2.0445921
13934,C1CN(NC1=O)C(=S)N,4.201585,4.9516068
13935,CN[C@@H]([C@@H](S)SC)C(=O)N,4.6751165,-0.145376
13936,C([C@@H]1C(C(C([C@H](O1)O)(F)F)(F)F)(F)F)O,-0.5936206,0.63772565
13937,C[C@H](C(=O)NC(=O)N)SC(=S)N(C)C,4.241693,-1.5797992
13938,CCCCC(CC)[C](C)C,8.399208,1.7242543
13939,CCC(C)(C)[NH2+]CC1=CC=CO1,5.941173,1.3393127
13940,CCCC=C[Si]1(CCC1)C=CCCC,10.270894,-0.52186906
13941,[13CH]1=[13CH][13CH]=[13C]([13C](=[13CH]1)C=O)O,-0.21811113,0.52198845
13942,CN=C=C=C=C=CNCCN,8.834995,1.7042439
13943,CCCCOC(C)N=C=O,2.7724795,-2.0779274
13944,CC=[CH],8.861713,-0.31000662
13945,C(C(C(=O)O)NP)SPP,6.8526206,0.5981972
13946,CC(=O)O[C@H]1CCC2=C([C@H]1O)C=CC=C2OC,0.052673962,6.4760575
13947,[B]C(C)CC[B]CC,9.552336,2.4039965
13948,CC1(CO1)C(F)(F)F,5.6143584,2.7549617
13949,C1=CC=C2C(=C1)C3=C4C(=CC=CNO4)C=CC3=N2,1.13846,6.5112805
13950,C1C2CC(C(CC3C1CC(=O)C23)O)O,5.316712,7.2353897
13951,CC/C=C(\C)/CC#C,8.131802,-0.7439461
13952,CC1=C2C=CCCC2=CC=C1,0.7117904,5.752271
13953,CC(C)C1(CN(C1)CC2=NC(=NC(=N2)N)N)O,2.864971,3.7887275
13954,COC1CC(=O)C1,5.546316,7.2215314
13955,CC1=CC=CC=C1C2=[N+](CCC2)C,0.8034878,3.0435424
13956,CC1=NN(C2=C1CN(C2)C(=O)O)C,2.5001643,4.3839097
13957,C1=NC(=O)C(C(=N1)N)Cl,2.447071,7.487827
13958,CC[Si](CC)(CC)OC(C)CCN,-1.6334687,2.437608
13959,CC1=CC=C(C=C1)SC=CCO,3.4547508,-1.2227803
13960,CC1CCCC(C1)N(C)CC2=C(SN=N2)N,5.9311414,3.4917552
13961,C1C=C2C=CC(=O)C=C2N=CC1=O,-0.44467092,3.8241615
13962,CC1=C(ON=C1C)/C=C/C2=C(C=CS2)C=O,-0.09128681,1.6417949
13963,C1CC2CCSC2C1,-0.3588182,-0.47258687
13964,C(CC(=O)N)CN1C(=O)C(=O)NC1=O,3.917326,4.1682463
13965,CCC1=C2C=CC(=CC2=NO1)[N+](=O)[O-],-1.9485588,0.6858919
13966,CC(C1CC2CC1C=C2)Cl,8.954461,7.011068
13967,C=CCOOCCCCO,9.615156,1.0905477
13968,C1=CC2=C(NC=C2)N=[C]1,-0.8524678,2.3618898
13969,COC(=O)[C@@]12C[C@@H]1[C@H](CCN2)O,-0.8849508,4.4646053
13970,C[C@H](C[NH2+]CC(C)C)O,5.0081573,-0.7426357
13971,CCOC(=O)C12CC1(CCC2O)C,1.895969,3.5434122
13972,C1CN=C2N=C3C(=C(N2C1)N)NC=N3,1.3514158,4.301564
13973,C1=CC=C(C=C1)C2=C/C(=N/O)/SS2,-0.10793389,1.9878565
13974,CC(C#N)OCCC=C,1.9138573,-2.1365917
13975,CC(C1=CC=CS1)[NH2+]C2CCCCC2,6.1110125,1.1258912
13976,CC1=C(CNC=C1C#N)C#N,-0.24409813,2.6113756
13977,C1C=C[C@@H]([C@H](N1)CO)O,6.019629,6.9781
13978,CC#CCN1C(=CNC1=O)O,0.15262659,4.276849
13979,COC(=O)C1=C(C(=C(C=C1)O)[C@@H](C(=O)O)N)O,0.4449767,0.4009531
13980,C(=C\Br)\F,4.67758,-2.3379107
13981,CC1=CC2=C(C=C1)OC(=N2)[NH+]=C(N)N,-1.0686151,2.8010356
13982,C1=C=CP=CP1,-0.61021227,3.3049276
13983,COC(=O)C[C@@H](C1=CC(=CC(=C1)F)F)O,3.2931838,-1.106635
13984,B(C(=O)O)(O)O,8.895677,-0.08406703
13985,C/C(=C\C(C(F)(F)F)O)/C1=CC=CC=C1,4.425604,-1.8001952
13986,CC(=O)OCCC/C=C\[Si](C)(C)C,1.0840224,-1.8818599
13987,CCC=CC(=O)C1CC1,6.935921,3.0946195
13988,CCC=CCC(C(=O)O)O,8.899046,0.1579942
13989,CC(C)(C)S(=O)(=O)CC1(CCCCC1)N,1.5653138,-1.8198886
13990,CCCNC(CSC)C1=CN=CN=C1,4.742426,0.6442219
13991,CCO[Si](CCCl)(CCl)OCC,3.0741174,-2.622924
13992,CC1=C(SC(=NN)N1C(C)C)C,1.559982,4.376213
13993,C[C@@H]1C(N([N+]1=O)[O-])(C)C,0.30354083,4.601012
13994,CC(C)N1C=CSC(C1=O)Cl,0.124488756,5.3522067
13995,C1=CC=C2C(=C1)C3=CC(=C(C=C3S2)Cl)Cl,-1.4000037,2.373598
13996,B(C1=CC=C(N1C)C#N)(O)O,0.7938496,2.9574158
13997,CCCCC=CC=C=O,2.2836156,-2.5235436
13998,CC(=C1CC(CC1[Si](C)(C)C)C(=O)OC)C,5.523773,6.8687177
13999,C1=CC=NC(=C1)C2=NC(=CS2)CCO,1.27707,3.1976702
14000,CO[Si](CC1CCCCC1)C=C,7.0850344,4.1842713
14001,COC(=O)C12CCCC(C1)(C2)C(=O)OC,1.7338209,5.5864024
14002,CCC(=CC(=O)O)C1=CC=CS1,4.189895,-0.065542564
14003,C1=CC(=O)N(C1=O)CC=CC(=O)O,6.899339,0.6148274
14004,CC(C)(C)CN(C)CC1=C(SN=N1)Cl,5.345866,2.643131
14005,CC(=O)O[C@@H]1[C@H]([C@H](CO[C@@H]1OC)O)O,3.581581,5.2998114
14006,COC(=O)C1=NSNC1=O,0.91217154,2.8175604
14007,C1=CC(=C(C(=C1)C(=O)[O-])F)C(=O)[O-],0.48015612,1.2764902
14008,CC(=O)NCC1CCC(CC1)C(=O)Cl,6.9407935,4.123433
14009,CC1=C(N=C(C(=O)N1)C(=O)NC)C,1.1136454,2.9122329
14010,COC1=CC=CC=C1/C(=C(\O)/OC)/[N+]#N,1.0983778,-0.30107704
14011,CC(=O)OCC1=COC(=O)C1,1.8514081,1.5669134
14012,[2H]C1=C([13C](=C(C(=C1O)O)[2H])[2H])C([2H])([2H])C([2H])([2H])N,-0.6415124,1.2458218
14013,CC1=NN(C(=C1)CNCCC2=NN=CN2C)C,4.1350703,3.3727603
14014,C(C1=NNN=N1)N=C=O,5.4468985,2.2825367
14015,COC(=O)CCCC=CCC1CO1,4.6734095,-1.9183061
14016,CCCSNC,9.145351,2.004141
14017,CC1=CC(=C(N=C1)C2=CC=CC=C2)C,-0.18520996,3.030075
14018,C1CC2=CC3=CC=CC=C3C2CC1=O,1.8630686,7.349137
14019,C1=CC=C(C(=C1)C#N)S(=O)(=O)NCC(=O)[O-],1.9071577,0.8886256
14020,C/C=C(/C)\N1CCCCC1,6.042048,3.584513
14021,CCC1=CC(C=C1)C(C)C,0.5248553,1.5301915
14022,CC1CCCCC12CCC(=O)CC2,3.479196,5.933041
14023,CCOC(=O)C=CC1C(O1)C(C)C,6.790719,-0.24925593
14024,C(CCC=O)CC=C(F)F,4.9974084,-2.2455094
14025,C1C(=O)NC1(C(=O)O)C(=O)O,2.7126698,4.5197887
14026,C1=CC=NC(=C1)C(Cl)(Cl)Cl,3.7217112,1.0891703
14027,C[C@@H]([C@@H](CCl)O)O,10.049235,1.5601308
14028,C1CC(=O)C(C1F)Br,-1.5443212,1.546945
