SMILES,CID,xtb_T1,xtb_S1,TDDFT_T1,TDDFT_S1,T1err,S1err,xtb_S1_fL,TDDFT_S1_fL,S1fLerr,xtb_ML_T1,xtb_ML_S1,xtb_ML_S1fL,xtb_Lin_T1,xtb_Lin_S1,xtb_Lin_S1fL
C1=CNC(=C1)C(=C(C#N)C#N)C#N,15438814,1.941,3.467,1.6833,3.371213,-0.25770000000000004,-0.09578700000000007,0.8661,0.495515,-0.370585,1.6224631558279698,3.1158213074037713,0.178312440289783,1.826082458922175,3.605380645164726,0.3932739315992965
CC(C)(C1=CC=CC=C1)N=[N+]=[N-],577098,4.653,4.654,3.7104,4.286201,-0.9425999999999997,-0.36779899999999977,0.0019,2e-05,-0.00188,3.7667672246101684,4.582214977396076,-0.022361414095330528,3.892624628605146,4.529198134362158,0.021303176954708024
C1=CC=C(C=C1)C2=CC=C(C=C2)CCl,15463,4.205,4.795,3.166,4.588361,-1.0390000000000001,-0.20663900000000002,0.0044,0.629477,0.625077,3.2667590777669937,4.658119033263056,0.4397775302975591,3.553775634572033,4.642974894596762,0.02127227486206987
C1=CC=NC(=C1)[N+](=O)[O-],26998,3.532,3.532,2.7685,3.595254,-0.7635000000000001,0.06325400000000014,0.0025,7.2e-05,-0.002428,3.1000088267361163,3.4714037172401344,-0.059493422755459144,3.0384233851631803,3.6559687974796655,0.02156143019792343
C1=CC=C2C(=C1)N=C(S2)CCN,4962595,4.061,4.481,3.3497,4.678413,-0.7113,0.19741300000000006,0.069,0.020898,-0.048102000000000006,3.4208020035916067,4.484951625571727,0.045518514897539955,3.436950377759394,4.386983096256975,0.050745058092200916
C1=C(C(=C(C(=C1F)F)F)F)CO,2734080,4.729,4.842,3.7243,5.242932,-1.0047000000000001,0.40093200000000007,0.0035,0.011112,0.007612000000000001,3.715747431444739,5.243594425926494,0.0008568744290237376,3.952224429889972,4.677467496863255,0.021870766564102844
C1=CC=C2C(=C1)C3=CC4=NC5=CC=CC=C5C4=CC3=N2,114764,1.094,1.321,1.1563,1.646597,0.06230000000000002,0.32559700000000014,0.0,0.0,0.0,0.9513802775923488,1.578975355339819,-0.02600024463207155,1.1711982529588787,1.9240571108476725,0.02091418254266364
CCCCCCCCCCCCCCO,8209,7.471,7.488,6.0756,6.328052,-1.3954000000000004,-1.1599480000000009,0.005,9.7e-05,-0.004903,6.425725551057077,6.761384804086109,-0.0023742443006625176,6.047283690964644,6.742454237042924,0.022028444325683277
C1=CC(=CN=C1)C2=NNC(=C2)C(F)(F)F,611595,4.029,5.014,3.2806,4.631323,-0.7483999999999997,-0.38267700000000016,0.2868,0.088569,-0.198231,3.1795143781149147,4.6087425797988395,0.10961771147552035,3.416013782975886,4.812142267450907,0.14730592143545498
CC1=CC=C(S1)C(C(=O)O)N,581054,3.919,4.58,3.2935,5.111786,-0.6255000000000002,0.5317860000000003,0.0395,0.047441,0.007940999999999997,3.2670222787979397,4.523567695460898,0.01766693611304658,3.326667615859429,4.469462828873043,0.03943685308191605
CC1=CC(=O)C2=C(O1)C=C(C(=C2O)C)O,5036604,3.628,3.982,3.278,3.724659,-0.3500000000000001,-0.25734100000000026,0.0,8e-06,8e-06,3.348638970397904,3.903592440402391,-0.13128454412960616,3.113704147299189,4.009465409788076,0.020900832090250385
CCCCCCCCCCC(CCl)Cl,4081216,7.558,7.563,5.992,6.625504,-1.5659999999999998,-0.9374959999999994,0.0028,0.023779,0.020979,6.383961155128485,6.87417933544493,-0.005513109614300179,6.108172638621168,6.784943084844446,0.02211977475527155
C(CCN)CC(CCCN)CN,94211,6.246,6.26,5.3033,5.507815,-0.9427000000000003,-0.7521849999999999,0.0059,0.012744,0.006844,5.270788314144093,5.476408278739298,-0.004115349358794543,5.116543794140684,5.778303737277977,0.02344589133259762
CC=CC=CCC(=O)OC,71359367,3.585,5.378,2.7872,5.20342,-0.7978000000000001,-0.17457999999999974,0.8784,0.038597,-0.839803,3.053183693048251,4.905892936109645,0.037739794435041496,3.072104148469658,5.095427056523264,0.3886911948409958
CCCCCC(=CC1=CC=CC=C1)C=O,1712058,3.142,3.673,2.6671,3.414405,-0.4748999999999999,-0.25859500000000013,0.0009,0.011225,0.010325,2.417693566966233,3.6040725500817636,0.10902696244934905,2.731145032027643,3.7593407768681857,0.022891753405240654
CC1CCC(=C(C)C)C12CCC(=CC2)C,6428487,4.91,5.684,3.6755,5.298465,-1.2345000000000002,-0.38553499999999996,0.0103,0.000715,-0.009585,3.636726674402167,5.190996950245143,-0.05919801437730024,4.085723973207532,5.321693365981913,0.0253490396104713
C1=COC(=C1)C2=CC=C(S2)N,66521183,2.527,3.782,2.2649,3.774971,-0.2621000000000002,-0.007029000000000174,0.8619,0.429439,-0.432461,2.186007045059689,3.6986259070892813,0.5080017991092025,2.2578044979151395,3.844756263368129,0.3818129147456227
CCC1=CC(=CC=C1)O,12101,4.357,4.796,3.6975,4.991438,-0.6595000000000004,0.19543799999999933,0.0337,0.040732,0.007031999999999997,3.741413644698864,5.075818023897634,0.031061262988386885,3.66455307161538,4.639601605013933,0.03701106588656257
C1=CC=C(C(=C1)C=N)[N+](=O)[O-],19760322,3.594,3.995,2.8432,3.664453,-0.7507999999999999,-0.33054700000000015,0.0301,0.005514,-0.024585999999999997,3.1829452068167496,3.7992719842920915,-0.06819692869497702,3.0794529907987833,4.007994598161593,0.033873867031672666
CC(=CC1=CC=CS1)[N+](=O)[O-],1550853,2.169,3.534,2.1288,3.530205,-0.040200000000000014,-0.0037949999999997708,0.8719,0.000287,-0.871613,2.04895294822799,3.5092495038497815,0.4760925345330582,1.9822664309033076,3.650416440872845,0.3859815693488791
C1=CC=C(C=C1)C#CC#CC2=CC=CC=C2,70174,3.906,4.588,2.3574,3.581039,-1.5486,-1.006961,0.7807,0.910387,0.129687,2.71914370279219,4.300537118989095,0.876353400067766,3.3194891987415183,4.472579772157818,0.3483763695932568
C1CC(C2=CC=CC=C2C1)C#N,10953780,4.953,4.923,3.671,5.165844,-1.2820000000000005,0.24284399999999984,0.0009,0.003934,0.0030340000000000002,3.702399480357934,5.288746576414631,0.0631413252857068,4.127364396369082,4.7401400657002775,0.02128906146620166
COC(=O)C1=CC=CC2=CC=CC=C21,120056,3.157,4.14,2.5217,3.854751,-0.6353,-0.28524899999999986,0.0213,0.126271,0.104971,2.5410277255236817,4.103569170583024,0.014452725616869125,2.7494050206963405,4.130213139955588,0.02927479946013778
CC1=CC=C(C=C1)CN,66035,4.888,4.99,3.6671,5.137672,-1.2208999999999999,0.14767200000000003,0.0005,0.001917,0.001417,3.6808783300785883,5.124423489257219,-0.005197546442549238,4.072091424656655,4.787793376422997,0.02219304192733251
CC(CC1=CC=CC=C1)C2=NCCN2,10012705,4.616,5.01,3.7346,4.758842,-0.8813999999999997,-0.2511580000000002,0.0003,0.005114,0.004814,3.6626479384559323,4.966498629278342,-0.03526225861409588,3.8636313376414644,4.803475645291911,0.022109426616472236
CN(C)C1=CC2=C(C=C1)C=C(C=C2)C(=O)C=C,104901,2.442,3.229,2.245,3.045478,-0.19700000000000006,-0.18352199999999996,0.4604,0.338643,-0.12175699999999995,2.397121722756671,3.176110944899478,0.3069043734941037,2.200752936107512,3.4098902474042,0.21914798778719244
CC1=CC2=C(C=C1)NC3=C2C=C(C=C3)C,606965,3.464,3.968,3.1432,3.859598,-0.32079999999999975,-0.10840199999999989,0.0582,0.024927,-0.033273,3.067444766964017,3.976658574413247,0.03802545369735735,2.9813203590881523,3.985378029330444,0.045973277819013725
CC(C1CCCCC1)C2=CC=CC=C2,299552,5.033,4.96,3.7438,5.293364,-1.2892000000000006,0.33336400000000044,0.0008,0.001308,0.0005079999999999999,3.6842974844007235,4.982941879128566,0.03373900245270232,4.1835312111050875,4.770009346530144,0.020161285333983342
C1=C(NC=N1)CC(C(=O)O)N,71083,4.82,5.112,4.1396,4.433686,-0.6804000000000006,-0.6783140000000003,0.0048,0.017273,0.012473000000000001,4.13897742217453,4.893020317133498,0.011836330202472704,4.025615858160557,4.886896186813356,0.022971388761990508
C1=C(NC=N1)CC(C(=O)[O-])[NH3+],6971009,4.842,5.246,4.1668,5.240283,-0.6751999999999994,-0.005717000000000638,0.0097,0.01485,0.00515,4.21023152270611,5.203821586969601,-0.0009817309209518288,4.038395238296385,4.99150868237907,0.02461465988758784
CC1=NC=C(N=C1C)C(=O)O,11126456,3.787,3.787,3.306,3.832121,-0.48099999999999987,0.04512099999999997,0.0082,0.002045,-0.006155000000000001,3.4072135565307056,3.8323581322641687,-0.025383191808598063,3.2327332130647872,3.854430010407505,0.024014836008469778
CSC1=CC=CC=C1,7520,5.08,5.11,3.6966,4.428181,-1.3834,-0.681819,0.0005,0.000282,-0.00021799999999999999,4.561635031488393,5.1063924255262085,-0.024199442850626397,4.2179983404247,4.884093479833118,0.02070058605387208
CN1C(=NC=N1)C2=CC=CC=C2,20341437,4.279,4.911,3.3727,4.942542,-0.9062999999999999,0.03154200000000085,0.0028,0.150335,0.147535,3.488257306277754,4.723137149425791,0.0026151420767818764,3.6090663433157597,4.731103243894421,0.021560972156612603
C1=CC=C2C(=C1)C=CC=C2C=C[N+](=O)[O-],5381679,2.3,3.264,1.2271,2.891272,-1.0728999999999997,-0.37272799999999995,0.6289,0.001475,-0.627425,1.9972921048960406,3.1634697198715718,0.3364719545568139,2.088871366115635,3.437952227569567,0.29357744561893007
C1=CC=C(C=C1)C2=CC=CC3=NSN=C32,67472755,3.012,4.087,2.0432,3.194211,-0.9687999999999999,-0.8927889999999996,0.5641,0.121855,-0.44224500000000005,2.088246883509102,3.7381646016732852,0.5872737493552129,2.6440601924100293,4.093193323225295,0.27019042416917255
C1=CNC2=NC=CC(=C21)Cl,11389493,3.767,4.565,2.3499,3.254686,-1.4171,-1.3103140000000004,0.0772,0.021191,-0.056009,3.251528026761629,4.4703074686717805,0.04157236812892808,3.211887782970487,4.452487281112967,0.054301453122954944
C1=CC=C2C(=C1)C=CC=C2C=C(C#N)C#N,18092,2.442,3.378,1.9987,3.165931,-0.44330000000000025,-0.21206900000000006,0.5601,0.288873,-0.27122700000000005,1.851276175871442,3.1218145184181973,0.33411288126135197,2.209409897328435,3.5426352242106502,0.26841148438495166
CCC1=C(SC(=C1)C)C,6429961,3.95,5.021,3.2378,4.969647,-0.7122000000000002,-0.05135299999999976,0.0405,0.003509,-0.036991,3.2888223239405168,5.018984449014418,0.029114903803158787,3.3569391030567948,4.8148266251249705,0.037917468934899085
CCCCCC(=O)ON1C(=O)CCC1=O,152438,5.135,5.205,4.5367,4.986578,-0.5983,-0.21842200000000034,0.0083,0.001087,-0.007213,4.856480392671112,5.206863319182409,-0.051292560155248114,4.265076226314179,4.959859357766473,0.025976557811650442
CC1=C(C=CC=C1C(=O)O)C2=CC=CC=C2,17850713,4.456,4.688,3.403,4.542207,-1.0530000000000004,-0.1457929999999994,0.0176,0.0437,0.0261,3.6803886499184966,4.523627266217236,0.16568593932987213,3.7389748440165236,4.546069778974417,0.02849219073619906
C1=CC2=CC=CN2C=C1,9230,2.887,3.537,2.5494,3.669924,-0.3376000000000001,0.13292400000000004,0.0665,0.041785,-0.024715,2.5109104377964324,3.7702365272933016,0.06530597925557896,2.5348818837370923,3.6527673258223845,0.05023812760260309
COC(=S)[CH],59448689,3.142,3.579,2.5686,3.123903,-0.5733999999999999,-0.4550970000000003,0.0045,0.000764,-0.0037359999999999997,2.5769400664704776,3.437960862430807,0.02825274286784479,2.733438389286586,3.683592920779537,0.02277097522834303
CCN(CC)CCCNCC1=CC(=C2C=CC=NC2=C1O)Cl,18029,2.998,3.802,2.4169,3.434473,-0.5811000000000002,-0.36752699999999994,0.1154,0.040828,-0.074572,2.4200226735872663,3.518912767556015,0.05670581717687172,2.6333845711273236,3.8718829449189855,0.07063785387419849
COC1=CC(=O)C2=C(C1=O)C(=CC=C2)O,609303,1.835,2.469,2.0543,2.793947,0.21930000000000005,0.3249470000000003,0.0356,0.000577,-0.035023,1.9582923289796188,2.771718865142477,-0.03807992617552055,1.73878944302024,2.8264333092408505,0.03563203126521136
CC(C)C1C2=CC=CC=C2C3=CC=CC=C13,18696,3.809,4.643,3.0356,4.473631,-0.7734000000000001,-0.16936899999999966,0.0088,0.171824,0.163024,3.1478409762334847,4.635167213010315,0.08428395577921022,3.2478326732264597,4.5226734959397366,0.023717778651507024
C1CC(=O)C2=C1C(=CC=C2)F,12174986,3.875,3.878,3.2244,3.675099,-0.6505999999999998,-0.20290100000000022,0.0002,5.4e-05,-0.00014600000000000003,3.284362543171679,3.7238365486269807,-0.013344041950292025,3.294563838199065,3.9167566263978895,0.020906036370752504
C1=CC=C2C(=C1)C3=C(N2)C=CO3,12377226,3.338,4.265,2.9191,4.338917,-0.41890000000000027,0.07391700000000068,0.172,0.22098,0.048980000000000024,2.897468106892512,4.261262660496284,0.14127777735890748,2.8819982754195954,4.223248740244025,0.09421743366695884
CCC1=C2C(=CC=C1)C3=CC=CC=C3N2,12395959,3.482,3.976,3.1709,4.027679,-0.31110000000000015,0.05167900000000003,0.0686,0.042658,-0.025941999999999993,3.149481901553321,4.1057657145165996,0.05451241449354204,3.0003234189079637,4.00152479175402,0.050012329158820555
C1=CC=C2C(=C1)C=CN=C2C=O,265306,2.785,3.219,2.4392,3.254578,-0.3458000000000001,0.03557800000000011,0.0012,0.0,-0.0012,2.280659176995007,3.1228398597261404,-0.04414690519258972,2.469781495889376,3.4158614471301654,0.020852870653777764
C1CNC2=CC=CC=C2N1,77028,3.399,3.878,3.6901,4.370273,0.29110000000000014,0.49227299999999996,0.0111,0.043026,0.031926,3.302997739703458,4.228026835549922,-0.004868287960851999,2.93440424142071,3.9257904495622538,0.024740270480295083
CCON=CC1=CC=CC2=CC=CC=C21,53308539,2.886,4.009,2.1748,3.715419,-0.7112000000000003,-0.29358100000000054,0.4308,0.281611,-0.14918900000000002,2.1691973824822037,3.9182000200885647,0.4857893082124779,2.5374655176336605,4.018911962304259,0.2076601461564456
COC1C(C(C(C(O1)CO)O)O)O,445238,6.797,6.809,5.9038,5.98207,-0.8931999999999993,-0.8269299999999999,0.0124,0.001394,-0.011006,6.274778685885685,6.453058778840889,0.0003745911785504579,5.5263511816288515,6.206389953418997,0.025822608710977614
C1=C2C(=NC(=N1)NN)N=CN2,94984,3.021,3.894,2.9337,3.880232,-0.08729999999999993,-0.013768000000000225,0.1894,0.06498,-0.12442000000000002,2.7781215834267474,3.7224136493231534,-0.003288058860636295,2.6490417300348623,3.937705891910559,0.10200731545952213
CC1=CC(=C(C(=C1)C)C(=O)C2=CC=CC=C2)C,70380,3.856,3.858,3.0323,3.480229,-0.8236999999999997,-0.3777710000000001,0.0006,0.002586,0.0019860000000000004,3.2081327098476193,3.771950996446945,0.02106663270079946,3.2780676530452166,3.9007582160317362,0.023167349306183214
CN(C)CC1=CNC2=C1SC=C2,292161,3.725,4.87,3.1064,4.488016,-0.6186000000000003,-0.3819840000000001,0.0183,0.000603,-0.017697,3.452957283773086,4.92524661880617,-0.04179820067842925,3.1807712731909685,4.693699763209511,0.02963480459389679
CC(COC(C)COC(C)COC)O,30111,6.616,6.621,6.2301,6.310734,-0.38589999999999947,-0.3102660000000004,0.0203,0.001319,-0.018980999999999998,6.1581563641790575,6.324132156433984,0.01627033860637178,5.388706383779912,6.0513713790602495,0.02965472608407097
C1=C(C(=O)NC(=O)N1)NC(=O)CCl,253270,2.985,4.249,2.9364,4.479339,-0.04859999999999998,0.23033900000000074,0.3018,0.175934,-0.125866,3.0988329903729914,4.548620721910981,0.22030492837677906,2.6217920415241385,4.216787549138297,0.15108708282591066
CCC(C(=O)N)N1CCCC1=O,59708,4.9,5.34,4.7571,5.389175,-0.14290000000000003,0.04917499999999997,0.0147,0.012452,-0.002248,4.6306983555199785,5.455303893213681,0.008269496315135768,4.086817986406286,5.063935317045005,0.027241911897454514
C1=CN=C2C(=N1)NC(=N2)C(Cl)(Cl)Cl,290292,3.57,3.834,3.1943,3.720356,-0.3756999999999997,-0.11364399999999986,0.0018,0.001288,-0.0005119999999999999,2.7933050302246603,3.4010651926191118,-0.0011412927056391564,3.0574392504283168,3.881853907571637,0.023669236312118418
CCNCC,8021,5.705,5.722,5.3267,5.528036,-0.3783000000000003,-0.19396400000000025,0.0167,0.00304,-0.013659999999999999,5.326260495309066,5.416909496201706,0.00154626718519622,4.7026644018789385,5.3605535089243475,0.028104643844012896
CC1=CC(C(CC1)C(C)C)O,10282,5.128,6.321,3.9912,5.881258,-1.1368,-0.43974199999999986,0.0212,0.030717,0.009517000000000001,3.73264597144799,5.683824348184395,-0.006751467756867229,4.256491266652439,5.827138074531301,0.029704139439213233
[CH2-]CCCC(=C)C[CH2+],53627464,4.134,4.295,3.8815,5.944772,-0.2525000000000004,1.6497720000000005,0.0287,0.052698,0.023998000000000002,3.251170994234572,4.647239374204523,0.03218639784395559,3.4925246318126923,4.244974165909369,0.03491987002849922
CC1=CC(=CC=C1)N=NC2=CC=CC(=C2)C,11491,1.347,1.404,1.8461,2.603757,0.4991000000000001,1.199757,0.0296,1e-06,-0.029599,1.6720179502971175,2.6222639382520327,0.007828374541201874,1.3734548598101965,1.999790518615187,0.03322586834981923
C1=CC(=CC=C1CC(C(=O)NCC(=O)O)N)O,7021854,4.306,4.805,3.6438,4.894303,-0.6621999999999999,0.08930300000000013,0.0425,0.025092,-0.017408000000000003,3.6139155590521685,4.859946488498382,0.041807666037233876,3.630792616682982,4.650740171028561,0.03821667630677349
CC1=C(N=CC=C1)C,11420,4.739,5.243,3.8173,4.762977,-0.9217,-0.4800230000000001,0.0077,0.004501,-0.0031990000000000005,3.7569655887741535,4.815517510270921,-0.05952301106999412,3.9609743320695263,4.990859278741418,0.022739900184052073
CC1=NC2=C(C=CN2)C(=N1)NCC3=CC=CC=C3,5359646,3.601,4.658,3.0781,4.135024,-0.5228999999999999,-0.5229760000000008,0.4513,0.079798,-0.371502,3.4503865578879447,4.7761973240256,0.30306208456596273,3.0848116240080428,4.525009771489245,0.21655113373333065
CC(=C)C=CC=C(C)C=C,5368451,2.412,4.358,1.8754,2.59749,-0.5366,-1.7605099999999996,2.5237,0.000202,-2.523498,1.8810203914466954,3.7092483927489073,0.730389047165857,2.184984141046319,4.298827471512588,1.1067415581890556
CCCCN,8007,6.23,6.244,5.3484,5.576298,-0.8816000000000006,-0.6677019999999994,0.0139,0.012872,-0.0010279999999999994,5.300281029295047,5.517752761532779,-0.011727403691679229,5.096847291996399,5.767283690163188,0.026473426332529287
CCN1C=CC=C1C(=O)C,61988,3.305,4.15,3.1247,3.986788,-0.18030000000000035,-0.16321200000000013,0.0053,0.000387,-0.004913,3.2478524155930373,4.075866801999329,-0.1167232207527417,2.8582179911593477,4.128865415455388,0.02311794059719708
CC1=NC2=CC=CC=C2C(=C1)Cl,77973,3.617,4.314,2.8135,4.303022,-0.8035000000000001,-0.01097799999999971,0.0414,0.058165,0.016765000000000002,2.8931474120250185,4.249349949032386,-0.00011066237107154597,3.0981763431547256,4.25482156457602,0.03873972454336627
C1=C(C=C(C(=C1Cl)N)Cl)N,11860,3.162,3.714,3.1559,4.065533,-0.006099999999999994,0.3515330000000003,0.0255,0.076209,0.050709000000000004,3.08499042029077,3.8685375999066522,-0.03576377325894449,2.748748769884471,3.78886750358381,0.03187881616076187
COC1=CC2=CC=CC=C2OC1=O,367929,2.703,4.032,2.5487,4.080303,-0.15429999999999966,0.04830299999999976,0.5232,0.323858,-0.19934200000000002,2.4177790901646805,4.129228472376559,0.4634587971813678,2.4060545394579425,4.048289780452912,0.24659150930992385
C1=CC2C=CC1C2F,22241962,4.692,5.458,3.3617,4.961085,-1.3303000000000003,-0.49691500000000044,0.0016,0.000476,-0.001124,3.446433210192253,5.157349285251941,0.0029802496544954647,3.9228504909934765,5.158568506132741,0.02051693466573571
C1=CC(=O)C(=C(C1=O)O)O,9942164,0.482,1.166,1.1966,2.076501,0.7146000000000001,0.910501,0.0312,0.0239,-0.0072999999999999975,1.3076867885290167,1.947864624070136,-0.08599609049776835,0.7135746661551313,1.8200036405361835,0.03412977383193097
CCOC(=O)C1=CC2=CC=CC=C2C=C1,76363,3.291,4.021,2.6218,3.971975,-0.6692,-0.049024999999999874,0.0306,0.055115,0.024515,2.635511133821696,4.015470083874906,0.05117616597155804,2.85681007368681,4.041942498775413,0.03292433044871645
CC(C)CCCC1=NC=CN=C1OC,111647,3.912,4.558,3.4738,4.34988,-0.4381999999999997,-0.20812000000000008,0.0123,0.005653,-0.006647,3.5394627971006813,4.532390769559551,-0.0038782878437932915,3.322888042305152,4.447028599041634,0.02615388757467003
CC(=O)C1=CN=CC(=N1)Cl,59741288,3.211,3.212,2.8125,3.279672,-0.39849999999999985,0.06767199999999995,0.002,0.000196,-0.001804,2.8254647564696995,3.314900408410108,0.014994114575484432,2.7842515309768503,3.398088122955581,0.023350305411598864
C1=CC(=C(N=C1)C(=O)O)CC(=O)O,3080554,4.039,4.38,3.5346,4.146118,-0.5043999999999995,-0.23388199999999948,0.0257,0.023169,-0.002531000000000002,3.2064097339939486,4.125797354702497,0.016093056458852624,3.4281300811616235,4.318507400280165,0.03198693760352563
CCCCCCCC=CC=CC(=O)O,5312382,3.075,4.702,3.876,5.684762,0.8009999999999997,0.9827620000000001,0.0011,0.001692,0.0005919999999999999,2.5944347283439777,4.549063819930572,-0.18493912965795245,2.679577851888557,4.565694314560313,0.022975126497305782
C1CCC(=O)C(=NNC2=CC=C(C=C2)Cl)C1,12710343,2.175,3.226,2.3068,3.346856,0.13180000000000014,0.12085599999999985,0.0155,0.000118,-0.015382,2.051664106123212,3.2870626581973674,-0.16967942443556933,2.0046116451998888,3.421302754799994,0.027181527835364126
C1CC2=C(C(=O)C1)C3=CC=CC=C3C=C2,240461,2.937,3.244,2.4877,3.360759,-0.44930000000000003,0.11675899999999961,0.0032,0.000235,-0.002965,2.473316426262505,3.095538239283531,-0.03586182110256646,2.5691253383426615,3.4171229912608734,0.024254771152376155
COC1=C(C(=C(C(=C1)CC=C)OC)OC)OC,617233,3.702,4.159,3.5253,4.810824,-0.17669999999999986,0.6518240000000004,0.0737,0.010322,-0.063378,3.47337250494286,4.5886341267733295,0.042003353659148326,3.1660354971210563,4.145037686205486,0.0525698306899179
C1=C(C=C(C2=NNN=C21)[N+](=O)[O-])Cl,83130,2.896,3.878,2.6723,3.48626,-0.2237,-0.39174,0.2643,0.090265,-0.174035,2.394687953239639,3.690637828019491,0.21249351615836143,2.549881067766339,3.9257904495622538,0.13730328397991962
COP(=S)(OC)OC1=NC(=C(C=C1Cl)Cl)Cl,21803,4.02,4.74,3.4645,4.352151,-0.5554999999999994,-0.3878490000000001,0.113,0.050911,-0.062089000000000005,3.4129451430219953,4.644863930890628,0.04251732810477918,3.406858499917002,4.591765015561569,0.06922665428623598
C1=CC=C(C=C1)C2=CN=C(N2)CN,9815356,3.511,4.554,2.9811,4.373521,-0.5299,-0.18047900000000006,0.7744,0.48838,-0.28602,2.903029969757872,4.395429917292594,0.6413120194219777,3.0159149113175614,4.443909352143731,0.35668177207926066
CN1C(=NC(=N1)C2=CC=CC=C2)N,12581307,3.871,4.81,2.6969,3.465294,-1.1741000000000001,-1.3447059999999995,0.0051,0.028725,0.023625,3.06199290828438,4.598366123824825,-0.03572309026230337,3.2922267383170984,4.650326172743743,0.02464258833860837
C1=CC=C(C=C1)CC=N,11734968,5.061,5.097,3.7218,5.130692,-1.3392,0.03369199999999939,0.0,0.013958,0.013958,3.777240979455617,5.303279626795861,0.02591839378622722,4.2065136215717605,4.877486242837133,0.019315441099426935
C=CC(=O)N,12209671,4.709,4.709,3.2919,4.854147,-1.4170999999999996,0.14514700000000058,0.0009,0.004541,0.003641,3.6037115513290363,4.5397167398727305,0.016782783038367863,3.9330067091308623,4.564780169437524,0.0212096310684998
C1=CC=C(C=C1)N2C(=O)C3=C4C(=C(C=C3)N)C=CC=C4C2=O,202512,2.151,3.12,2.1417,3.223162,-0.009299999999999642,0.10316199999999975,0.4322,0.216988,-0.215212,2.084372648821026,3.2260930835467563,0.2547348764412964,1.9684125616122097,3.3259943178363622,0.20268582644369215
C1=C(C=C(C(=C1F)F)F)CO,2777040,4.827,4.914,3.7188,5.24957,-1.1082,0.3355700000000006,0.0009,0.000586,-0.00031399999999999993,3.7974516713214217,5.2331650564770955,0.004264171220639034,4.028078237275106,4.735381684135185,0.019715702550876627
CN(C)CC1=CC=CC=N1,252482,4.846,5.175,3.8572,4.448215,-0.9887999999999999,-0.7267849999999996,0.0191,0.001887,-0.017213,3.739265652755515,4.590767609380361,0.036913196974204816,4.037882816226373,4.928172433043384,0.029103093209929466
C#CC1=C(C=C(C=C1)F)F,5063820,4.31,4.811,3.2358,4.840124,-1.0741999999999998,0.029124000000000372,0.0135,0.081076,0.067576,3.2518110362199724,4.862869479463915,0.0774100799753606,3.629113739749375,4.647437070046214,0.027628037133250242
COC1=NC=C(C=C1)C2=CC=CC=N2,10899365,3.815,4.697,3.0694,4.317064,-0.7456,-0.37993599999999983,0.6589,0.296209,-0.36269100000000004,3.1385736798141366,4.482048222195227,0.5102678214542343,3.256383327410942,4.5668751855651175,0.3123512970552067
CC1=CC(=NC=C1)C(=O)C,564760,3.469,3.469,3.0281,3.522861,-0.44090000000000007,0.05386099999999994,0.0007,4e-06,-0.000696,2.96632132573595,3.414630913293168,-0.007809711609475244,2.984573544235495,3.5951568289420597,0.022276657238192783
C[Si](C)(C)C1=CC=CO1,137092,4.269,5.459,3.6206,5.363396,-0.6484000000000001,-0.0956039999999998,0.0004,0.003855,0.0034549999999999997,3.7141450886424323,5.391996876032418,-0.016609131206299584,3.6014406080585553,5.157079901475279,0.020498819902360344
CCC1=CC=C(C=C1)N,11504,3.913,4.47,3.5342,4.616686,-0.3788,0.14668599999999987,0.0527,0.03126,-0.021439999999999994,3.736341492967743,4.754597670733717,0.073976128700659,3.3245524333296594,4.38389254512924,0.04448538425010916
C1CN(CCN1)C2=C(C=CC=N2)[N+](=O)[O-],3778834,1.912,2.624,2.3948,3.041515,0.4828000000000001,0.41751499999999986,0.1583,0.079944,-0.078356,2.1327385319284202,2.8511572155660487,-0.014015958000285489,1.7784116576352422,2.9287616893749857,0.0891236666695012
CC1=CC(=C(C=C1)C(=O)C)C,6985,3.843,3.92,3.1919,3.689707,-0.6511,-0.23029300000000008,0.0042,9.7e-05,-0.004103,3.2695360283394406,3.825300318639653,0.00849768028154477,3.270676274975391,3.9528969710469566,0.024267409424315288
CCCCCC1=CC=CC=N1,16800,4.802,4.806,3.8871,4.829088,-0.9148999999999994,0.023087999999999553,0.0095,0.003987,-0.005513,3.7731259697955637,4.588701481760627,-0.005599067543804416,4.007892297267565,4.649483628846994,0.024526147199733485
C#C,6326,8.422,8.422,5.1904,6.683056,-3.2316000000000003,-1.738944000000001,0.0021,0.0,-0.0021,6.585121795313907,7.581175195982071,0.1070864090677967,6.781241682424524,7.457069524825459,0.02180670063413669
CC1=CC(=O)OC2=C1C=CC(=C2)O,5280567,3.063,4.11,2.7876,4.166184,-0.2754000000000003,0.05618400000000001,0.3869,0.289274,-0.09762600000000005,2.8327245521916433,4.150741249794692,0.3158656219540764,2.675050753789486,4.0959589021768945,0.1875011922062349
C1=CC=C2C(=C1)C=CC3=C2OC(=C3)C=O,14555868,2.918,3.794,2.5421,3.587659,-0.3759000000000001,-0.2063410000000001,0.1728,0.118984,-0.053816,2.4461395772701535,3.6346890854996836,0.14282013350578002,2.5643048865368514,3.849877523166484,0.09531644480646595
CC(CC=O)O,15558214,4.247,4.249,3.4581,4.08897,-0.7888999999999999,-0.1600299999999999,0.0002,0.000235,3.499999999999998e-05,3.3618804183216904,4.011325437556577,-0.008621069296683789,3.5808307048892387,4.20676531482972,0.0220676189610421
