xtb_T1,xtb_S1
3.4810000000000003,3.975
2.326,3.484
3.516,3.9589999999999996
3.515,3.952
3.58,4.367
3.592,4.294
3.5410000000000004,4.29
3.552,4.272
3.216,3.7030000000000003
3.415,4.095
4.855,4.8469999999999995
4.863,4.901
4.711,4.851
4.8069999999999995,4.876
3.841,3.9160000000000004
3.489,3.4539999999999997
3.7510000000000003,3.847
4.343,4.343999999999999
2.5069999999999997,2.5069999999999997
2.358,2.498
3.762,3.875
3.8819999999999997,3.929
3.44,3.4189999999999996
3.779,3.935
4.2219999999999995,4.887
4.099,4.851
4.323,4.923
4.203,4.895
4.043,4.768
4.942,5.007
5.0,5.026
4.314,4.86
5.024,5.056
4.878,4.9910000000000005
4.168,4.633
3.3280000000000003,4.132
3.3930000000000002,4.252
3.1689999999999996,4.202
2.153,2.569
2.443,3.378
3.236,3.918
4.521,4.797
2.911,3.878
2.965,3.8080000000000003
3.31,4.204
3.444,4.321000000000001
2.23,2.6069999999999998
3.3819999999999997,4.216
3.418,4.237
3.446,4.207
3.335,4.212
3.432,4.23
5.5520000000000005,6.832000000000001
5.54,6.76
5.558,6.82
5.556,6.8260000000000005
5.563,6.841
5.54,6.747000000000001
2.7319999999999998,3.6260000000000003
2.9389999999999996,3.9730000000000003
2.815,3.7510000000000003
2.977,4.032
2.904,2.926
3.897,3.905
3.6689999999999996,3.694
3.83,3.86
3.94,3.9419999999999997
3.595,3.5789999999999997
3.5589999999999997,3.5439999999999996
3.536,3.491
1.518,1.518
3.875,3.8960000000000004
3.875,4.732
3.8819999999999997,4.761
3.969,4.789
3.9189999999999996,4.737
3.475,4.268
3.3819999999999997,4.3069999999999995
3.93,4.765
4.012,4.809
3.082,3.685
4.0280000000000005,4.833
3.45,4.022
3.971,4.82
3.804,4.7219999999999995
4.473,4.96
3.966,4.789
2.903,2.903
3.444,3.41
2.439,3.36
4.422,4.425
3.9560000000000004,3.96
2.211,2.8480000000000003
2.247,3.2960000000000003
2.2880000000000003,3.235
2.5,3.4789999999999996
3.201,3.787
1.584,0.596
3.055,3.907
3.3510000000000004,4.0360000000000005
2.9339999999999997,3.2710000000000004
2.419,3.2110000000000003
2.2119999999999997,3.213
2.7960000000000003,3.6439999999999997
1.743,2.827
2.549,3.6189999999999998
2.867,3.696
3.28,3.6239999999999997
3.65,4.341
3.1,3.633
3.182,3.62
3.615,4.271
2.949,3.892
2.456,3.477
2.912,4.007
3.275,4.3069999999999995
2.8810000000000002,3.8810000000000002
3.339,4.266
3.1180000000000003,4.031000000000001
3.548,4.421
3.2689999999999997,4.197
3.593,4.213
2.7289999999999996,3.1319999999999997
2.682,3.0469999999999997
3.639,4.184
3.4619999999999997,4.119
4.0089999999999995,4.283
4.059,4.3260000000000005
4.119,4.521
4.002,4.431
4.915,5.06
4.325,4.882
5.086,5.08
3.895,4.456
4.545,4.862
3.1210000000000004,4.12
5.056,5.065
5.69,5.7989999999999995
3.978,3.978
5.141,5.136
3.5610000000000004,3.5610000000000004
3.072,3.793
3.071,3.792
2.7539999999999996,3.46
2.928,3.6519999999999997
1.6740000000000002,2.91
2.068,3.255
2.7319999999999998,3.445
0.45799999999999996,1.4709999999999999
1.286,1.861
1.383,2.0540000000000003
1.305,1.9680000000000002
4.987,5.029
5.032,5.0760000000000005
4.731,4.885
4.3839999999999995,4.388999999999999
4.368,4.37
4.113,4.138999999999999
3.5380000000000003,4.763
2.506,3.5989999999999998
3.52,4.581
3.284,4.556
2.6060000000000003,3.904
3.659,4.697
2.966,4.27
5.757999999999999,5.8
6.085,6.121
4.506,4.492
4.12,4.136
4.55,4.553999999999999
4.145,4.68
4.103,4.646
4.112,4.688
4.093,4.675
4.088,4.6530000000000005
4.119,4.635
3.597,4.393
3.753,4.626
3.93,4.31
2.549,3.722
4.3580000000000005,4.3580000000000005
4.297,4.3
2.505,2.511
4.128,4.27
4.2860000000000005,4.298
3.5039999999999996,3.505
4.114,4.107
3.415,4.159
4.914,4.876
4.756,4.966
4.624,4.926
4.979,4.941
4.829,4.9110000000000005
4.9719999999999995,4.876
3.385,4.246
3.386,4.245
4.962,4.936
3.795,4.478
4.069,4.07
3.986,4.128
3.772,4.4030000000000005
3.9130000000000003,3.9139999999999997
3.48,4.215
3.5810000000000004,4.093999999999999
3.426,3.9989999999999997
3.238,3.93
2.2769999999999997,3.2760000000000002
0.852,0.8690000000000001
2.875,3.741
3.787,4.497
4.946000000000001,5.005
5.062,5.088
4.3069999999999995,4.782
4.261,4.853
5.008,5.087
4.9719999999999995,4.9719999999999995
3.1310000000000002,4.328
4.038,4.678
3.8280000000000003,4.587
4.078,4.712
3.5780000000000003,4.282
3.085,3.062
3.4739999999999998,4.118
3.222,3.772
1.4969999999999999,1.7819999999999998
2.591,3.4419999999999997
3.0380000000000003,3.773
3.5189999999999997,4.1419999999999995
1.604,2.138
1.755,2.256
3.929,3.929
3.9610000000000003,3.9610000000000003
4.075,4.2139999999999995
3.9219999999999997,3.9219999999999997
3.9819999999999998,3.9819999999999998
3.972,3.972
3.6519999999999997,3.6519999999999997
3.96,3.96
3.688,5.767
5.117,6.422999999999999
3.826,5.686
4.112,5.564
3.628,4.088
3.083,3.766
2.64,3.1919999999999997
3.1310000000000002,3.9760000000000004
3.965,4.265
3.987,4.275
4.109,4.395
3.978,3.983
4.6,4.936
4.6,5.236000000000001
4.3260000000000005,4.891
4.603,5.041
4.4719999999999995,5.096
3.799,4.293
4.026,4.058
3.3539999999999996,3.852
3.5989999999999998,4.27
3.185,3.9410000000000003
3.14,3.781
2.883,3.487
3.3480000000000003,4.005
3.213,4.021
3.386,3.917
3.201,3.937
4.602,4.989
4.6610000000000005,4.99
4.659,4.84
4.781000000000001,4.877
4.783,4.867
4.783,4.797
4.765,4.967
4.834,5.151
1.98,2.71
3.1889999999999996,3.739
2.978,3.676
1.766,2.488
0.731,0.731
3.668,4.09
3.4589999999999996,4.072
3.6719999999999997,4.091
3.8139999999999996,4.086
1.996,2.628
2.157,2.728
3.467,4.446000000000001
4.732,5.218
5.019,5.095
4.833,5.093
4.029,4.555
4.093999999999999,4.735
3.181,3.782
3.06,3.698
2.697,3.605
6.357,6.36
4.055,5.417999999999999
4.203,5.494
4.2330000000000005,5.075
2.404,3.596
2.468,3.6319999999999997
3.822,4.473
2.439,3.5580000000000003
3.952,4.681
3.4530000000000003,4.316
3.775,4.716
3.4760000000000004,4.313
3.446,4.302
3.8569999999999998,4.74
3.8480000000000003,4.756
3.8689999999999998,4.865
3.654,4.848
4.363,4.935
5.062,5.067
1.743,2.2319999999999998
5.0169999999999995,5.093
2.985,4.4430000000000005
2.9610000000000003,4.0569999999999995
3.875,4.629
3.846,4.582
3.6310000000000002,4.423
3.7889999999999997,4.331
3.775,4.5489999999999995
3.8710000000000004,4.581
3.54,4.331
3.389,4.13
3.625,4.574
3.2510000000000003,4.145
4.053999999999999,4.603
4.002,4.321000000000001
3.392,4.412
3.145,4.106
4.085,4.506
3.072,3.955
4.11,4.881
4.265,4.91
3.674,5.1370000000000005
4.349,4.408
4.811,5.169
1.038,1.618
3.846,5.105
4.632,4.979
4.121,5.061
4.364,5.312
4.636,4.967
4.311,4.806
4.295,4.768
3.9530000000000003,4.599
4.171,4.479
4.143,4.542
3.721,4.337
3.818,4.317
3.694,4.322
4.4910000000000005,4.618
3.698,4.43
3.5,3.8819999999999997
3.695,4.368
3.548,4.127
3.432,4.063
2.7560000000000002,3.577
2.949,4.065
2.755,3.553
2.97,3.998
3.534,4.423
3.3810000000000002,4.348
2.998,3.9930000000000003
3.5460000000000003,4.008
3.475,3.946
3.593,4.063
3.5189999999999997,4.053999999999999
3.9560000000000004,4.479
3.074,3.842
3.5010000000000003,4.191
3.417,4.078
3.83,4.4030000000000005
3.3710000000000004,4.053
3.1430000000000002,3.76
1.425,1.425
4.192,4.8180000000000005
3.819,4.4
4.104,4.742
4.465,4.704
3.431,4.075
3.9339999999999997,4.317
2.945,3.823
4.072,4.475
4.065,4.479
4.217,4.697
3.094,3.94
4.21,4.669
3.281,4.158
4.206,4.665
4.206,4.697
3.585,4.331
2.866,3.543
3.668,4.506
3.6839999999999997,4.4719999999999995
3.75,4.617
3.681,4.497
3.682,4.5
3.6510000000000002,4.439
3.687,4.496
3.656,4.485
3.74,4.579
3.47,4.146
3.852,4.824
3.6919999999999997,4.3069999999999995
3.859,4.725
2.972,3.846
2.9730000000000003,3.895
3.969,4.436
3.9960000000000004,4.449
3.2689999999999997,3.903
4.08,4.298
3.623,4.32
4.527,4.526
4.005,4.206
4.027,4.215
3.818,3.8
4.87,5.282
4.845,5.165
3.714,4.888
4.675,5.18
3.063,4.253
4.048,4.802
3.53,4.377
4.734,5.176
5.048,5.093
3.61,4.365
3.603,4.39
3.64,4.364
4.907,5.01
3.77,4.657
4.117,4.829
3.045,4.008
3.642,4.271
3.655,4.255
3.6239999999999997,4.265
3.597,4.239
3.628,4.234
3.5269999999999997,4.192
1.9140000000000001,2.6239999999999997
2.572,3.7569999999999997
2.845,3.9939999999999998
2.318,3.2880000000000003
2.682,3.653
3.0580000000000003,3.997
2.563,3.747
2.73,3.855
4.053,4.598
4.098,4.6530000000000005
4.103,4.6419999999999995
4.06,4.6160000000000005
3.389,4.082
3.86,4.852
3.4019999999999997,4.17
3.958,4.8469999999999995
3.821,4.822
3.679,4.603
3.9939999999999998,4.999
3.6430000000000002,4.16
3.96,4.945
3.383,4.012
3.352,3.985
3.6839999999999997,4.45
3.239,4.1610000000000005
3.698,4.457
2.6510000000000002,3.7910000000000004
3.1180000000000003,4.09
2.858,3.8110000000000004
2.759,3.886
3.2880000000000003,4.137
3.989,4.727
3.967,4.69
3.904,4.6160000000000005
4.01,4.072
3.905,4.184
2.92,3.717
2.7969999999999997,3.6630000000000003
3.5439999999999996,4.149
4.256,5.034
3.738,4.736000000000001
3.14,4.0569999999999995
3.6289999999999996,4.636
3.815,4.798
3.9330000000000003,4.939
4.03,5.015
4.8180000000000005,5.194
3.745,4.708
3.74,4.7219999999999995
3.949,4.848
3.8139999999999996,4.782
3.85,4.586
3.844,4.53
3.03,3.826
3.6519999999999997,4.296
2.52,3.55
3.6289999999999996,4.311
3.656,4.276
3.6519999999999997,4.273
3.62,4.357
3.347,3.96
3.638,4.357
4.2219999999999995,4.681
3.588,4.323
3.5839999999999996,4.313
3.5810000000000004,4.225
3.763,4.757
3.437,4.274
3.47,4.327
4.2989999999999995,4.7989999999999995
3.725,4.553999999999999
4.29,4.795
2.728,3.804
3.554,4.355
4.796,4.737
4.251,5.071000000000001
4.122,4.852
3.2769999999999997,4.2010000000000005
3.964,4.89
3.248,3.888
2.6039999999999996,3.68
3.2569999999999997,3.85
3.178,3.9419999999999997
3.142,3.8939999999999997
3.332,3.977
3.53,4.349
3.48,4.293
4.186,4.713
4.0969999999999995,4.621
3.514,4.407
2.963,4.072
3.398,4.245
2.917,3.4789999999999996
3.53,3.938
3.511,4.226
3.59,3.997
2.8,3.639
3.477,3.975
2.519,3.5589999999999997
4.808,5.202999999999999
3.1239999999999997,4.315
4.868,5.282
4.026,4.7219999999999995
3.5469999999999997,3.5589999999999997
3.802,3.8480000000000003
1.3030000000000002,2.121
2.798,3.4539999999999997
4.0360000000000005,4.64
4.08,4.637
3.8710000000000004,4.497
4.105,4.8839999999999995
4.123,4.898
3.6239999999999997,4.393
3.594,4.327
3.572,4.356
3.484,4.337
3.6689999999999996,4.144
2.765,3.5639999999999996
3.469,4.132
3.3139999999999996,4.276
3.582,4.297
3.505,4.313
3.612,4.479
4.465,4.467
4.396,4.4030000000000005
3.08,3.801
3.0469999999999997,3.9210000000000003
2.803,3.4610000000000003
2.7889999999999997,3.787
2.745,3.634
2.656,3.805
4.391,4.391
3.134,3.583
4.087,4.106
3.1439999999999997,3.5839999999999996
3.315,3.42
3.123,3.198
2.7430000000000003,3.359
3.84,4.463
3.06,3.3139999999999996
4.042,4.62
2.772,2.9960000000000004
4.042,4.662
4.03,4.427
3.6489999999999996,4.169
4.802,4.857
3.7689999999999997,4.681
4.717,5.218999999999999
3.08,3.9189999999999996
3.142,3.975
2.99,3.897
3.062,3.948
3.114,4.043
2.987,3.9739999999999998
4.487,4.513
0.368,0.368
2.1630000000000003,3.142
2.41,3.5060000000000002
2.075,3.051
2.436,3.353
2.9139999999999997,3.673
2.795,3.325
3.205,3.6310000000000002
1.871,3.033
3.177,4.164
4.077,4.3180000000000005
3.576,4.263
3.972,4.4110000000000005
3.2889999999999997,4.231
3.989,4.24
2.246,3.383
3.322,4.082
2.285,3.3680000000000003
3.0669999999999997,3.697
3.3369999999999997,3.6710000000000003
2.201,3.219
3.1689999999999996,3.747
2.104,3.12
3.1489999999999996,3.4960000000000004
3.895,3.897
3.926,3.94
3.9330000000000003,3.935
3.918,3.971
3.9419999999999997,3.944
3.596,3.5810000000000004
4.9830000000000005,5.4110000000000005
4.841,5.359
5.003,5.353
4.428999999999999,4.954
4.59,5.265
5.0360000000000005,5.3660000000000005
6.087999999999999,6.099
3.509,3.958
3.549,3.963
3.536,3.964
2.7689999999999997,3.761
4.978,4.999
2.9960000000000004,4.208
5.246,6.609
5.29,6.767
5.256,6.15
5.205,6.386
5.117,6.537000000000001
5.085,6.082999999999999
4.1739999999999995,4.487
4.141,4.305
6.2410000000000005,6.2620000000000005
6.242999999999999,6.2589999999999995
6.237,6.251
6.26,6.274
6.2379999999999995,6.252999999999999
6.284,6.297000000000001
6.24,6.256
4.361000000000001,5.607
3.917,5.43
3.727,5.157
2.79,3.846
4.016,4.581
2.63,3.721
4.025,4.543
3.3739999999999997,4.319
3.343,4.28
2.987,3.73
3.014,3.9610000000000003
3.117,4.114
3.213,3.917
3.117,4.095
3.112,4.0680000000000005
3.1260000000000003,3.766
3.095,4.0569999999999995
3.113,3.929
3.1710000000000003,3.986
4.04,4.558
4.045,4.582
3.9339999999999997,4.388999999999999
5.376,5.397
2.213,2.213
5.343999999999999,5.353
5.124,5.14
2.289,2.289
3.1510000000000002,3.987
2.122,2.99
3.1439999999999997,3.897
2.177,3.3110000000000004
3.234,3.655
3.134,4.1339999999999995
2.842,3.695
2.205,3.283
3.576,3.5989999999999998
2.548,2.878
2.383,3.2960000000000003
3.18,3.205
3.4339999999999997,3.909
3.322,3.806
2.866,3.951
2.872,4.023
2.298,2.7880000000000003
2.222,3.14
1.804,2.696
6.686,6.6979999999999995
6.8660000000000005,6.872000000000001
6.6739999999999995,6.678
6.7170000000000005,6.725
4.711,5.1370000000000005
4.687,5.084
4.6930000000000005,5.099
4.72,5.105
4.681,5.084
4.654,5.035
4.1,4.62
2.6719999999999997,3.427
2.8480000000000003,3.514
2.65,3.4
2.8139999999999996,3.478
2.766,3.528
2.112,2.782
2.8539999999999996,3.785
7.461,7.481
7.4239999999999995,7.438
7.405,7.419
7.5920000000000005,7.596
7.6770000000000005,7.697
7.404,7.417999999999999
7.537000000000001,7.553999999999999
7.672999999999999,7.675
3.0989999999999998,3.653
5.046,5.043
4.806,4.986000000000001
4.88,4.9510000000000005
5.046,5.061
2.548,3.594
3.287,4.23
3.602,4.399
3.178,4.0360000000000005
3.588,4.355
2.745,3.7060000000000004
3.574,4.361000000000001
3.551,4.257
3.3739999999999997,4.109
3.935,4.619
3.463,4.131
3.389,4.12
1.272,1.3219999999999998
3.552,4.282
3.51,4.169
3.595,4.119
3.233,3.2760000000000002
3.63,4.121
3.1039999999999996,3.31
4.947,5.024
4.922,4.985
4.936,5.013
4.934,5.01
3.9139999999999997,4.965
3.55,3.55
3.719,4.406000000000001
3.972,4.293
3.963,4.683
3.511,4.212
3.719,4.168
4.223,4.223
3.464,4.163
3.384,4.641
3.302,4.56
3.384,4.635
3.3819999999999997,4.607
3.763,4.352
3.826,4.36
3.3789999999999996,4.489
3.463,4.579
3.241,4.213
3.548,4.638
3.3510000000000004,4.454
3.2689999999999997,4.069
4.82,5.138
4.995,5.231
3.8,4.651
4.697,4.654
2.5839999999999996,3.679
0.616,0.616
2.6519999999999997,3.7460000000000004
2.33,3.239
3.965,4.13
3.1060000000000003,3.772
2.96,3.734
3.9210000000000003,4.202
3.5189999999999997,4.324
4.243,4.721
4.163,4.706
4.16,4.684
4.2860000000000005,4.74
4.23,4.739
4.3660000000000005,4.843999999999999
4.295,4.7589999999999995
3.1860000000000004,3.947
3.594,4.141
5.025,5.086
5.836,5.8420000000000005
0.135,0.135
3.279,3.279
4.393,4.73
4.794,5.0969999999999995
3.824,4.466
3.06,4.26
3.0639999999999996,4.11
3.056,4.138
3.0210000000000004,3.908
2.741,3.866
3.0839999999999996,4.093
2.7680000000000002,3.8789999999999996
3.053,3.512
4.024,4.024
4.5280000000000005,4.5280000000000005
3.5380000000000003,3.963
1.993,1.993
2.909,4.218
2.833,4.246
2.821,4.2
5.0280000000000005,5.0569999999999995
5.042,5.063
4.823,5.026
4.868,5.029
4.3069999999999995,4.84
3.403,3.92
2.387,3.5380000000000003
2.5580000000000003,3.49
3.464,4.1610000000000005
3.221,4.066
3.862,4.51
3.897,4.196000000000001
4.23,4.588
4.252,4.63
4.2589999999999995,4.604
4.06,4.435
4.4110000000000005,4.524
4.252,4.612
4.247,4.77
2.315,3.585
3.117,4.093999999999999
3.09,3.826
2.3680000000000003,3.571
3.1519999999999997,4.018
2.27,2.269
3.5669999999999997,4.352
3.279,4.216
3.596,4.35
3.417,3.93
3.362,3.87
4.124,5.027
3.3480000000000003,4.506
3.2,4.093999999999999
3.9560000000000004,4.99
3.931,4.47
3.9330000000000003,4.4719999999999995
3.968,4.503
3.8489999999999998,4.846
3.1889999999999996,4.145
2.193,2.978
2.911,3.772
1.906,2.248
3.093,3.736
2.8560000000000003,3.114
3.159,3.609
3.86,4.654
6.271,6.29
6.2170000000000005,6.233
6.221,6.234
6.2139999999999995,6.229
6.251,6.266
6.121,6.135
3.2939999999999996,4.166
3.4810000000000003,4.212
3.512,4.314
3.594,4.319
3.5780000000000003,4.249
1.5730000000000002,1.5730000000000002
6.886,6.892
6.809,6.814
6.742000000000001,6.742999999999999
6.676,6.676
6.702000000000001,6.712000000000001
6.7589999999999995,6.761
6.617999999999999,6.617999999999999
6.896,6.902
6.624,6.632999999999999
3.168,3.988
2.115,3.279
1.982,3.182
2.019,3.014
2.033,3.24
3.938,3.944
3.8,3.8089999999999997
